FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-13,Buy,ACCD,00437E102,ACCOLADE INC,64457,0.0328
ARKG,2021-05-13,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,112058,0.0377
ARKG,2021-05-13,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,50494,0.0143
ARKG,2021-05-13,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,18914,0.0079
ARKG,2021-05-13,Buy,ZY,98985X100,ZYMERGEN INC,226778,0.0952
ARKG,2021-05-13,Buy,PATH,90364P105,UIPATH INC,120241,0.1151
ARKG,2021-05-13,Buy,ONEM,68269G107,1LIFE HEALTHCARE INC,1145813,0.5235
ARKG,2021-05-13,Buy,MASS,65443P102,908 DEVICES INC,381118,0.1926
ARKG,2021-05-13,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,158025,0.0777
ARKG,2021-05-13,Buy,EXAS,30063P105,EXACT SCIENCES CORP,184139,0.2243
ARKG,2021-05-13,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,6285,0.001
ARKG,2021-05-13,Buy,CDXS,192005106,CODEXIS INC,87591,0.0204
ARKG,2021-05-13,Buy,BFLY,124155102,BUTTERFLY NETWORK INC,1264956,0.1682
ARKG,2021-05-13,Sell,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,90883,0.258
ARKG,2021-05-13,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,39167,0.2382
ARKG,2021-05-13,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,508539,0.1139
ARKG,2021-05-13,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,400000,0.0288
ARKG,2021-05-13,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,39000,0.0378
ARKG,2021-05-13,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,88100,0.0762
ARKG,2021-05-13,Sell,RHHBY,771195104,ROCHE HOLDING AG,110100,0.061
ARKG,2021-05-13,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,72226,0.4938
ARKG,2021-05-13,Sell,PHR,71944F106,PHREESIA INC,24000,0.0141
ARKG,2021-05-13,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,5792,0.0003
