FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-13,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,62169,0.0221
ARKK,2021-05-13,Buy,Z,98954M200,ZILLOW GROUP INC,31130,0.0185
ARKK,2021-05-13,Buy,U,91332U101,UNITY SOFTWARE INC,343006,0.1514
ARKK,2021-05-13,Buy,TWLO,90138F102,TWILIO INC,65490,0.0982
ARKK,2021-05-13,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,316163,0.0607
ARKK,2021-05-13,Buy,SKLZ,83067L109,SKILLZ INC,964450,0.0709
ARKK,2021-05-13,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,52894,0.0801
ARKK,2021-05-13,Buy,PATH,90364P105,UIPATH INC,693047,0.2481
ARKK,2021-05-13,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,287624,0.0355
ARKK,2021-05-13,Buy,COIN,19260Q107,COINBASE GLOBAL INC,70924,0.0965
ARKK,2021-05-13,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,92349,0.0492
ARKK,2021-05-13,Sell,BEKE,482497104,KE HOLDINGS INC,44465,0.0116
ARKK,2021-05-13,Sell,BIDU,056752108,BAIDU INC,299778,0.2931
ARKK,2021-05-13,Sell,TREE,52603B107,LENDINGTREE INC,234689,0.2149
ARKK,2021-05-13,Sell,SNPS,871607107,SYNOPSYS INC,45956,0.0566
ARKK,2021-05-13,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,256679,0.1535
ARKK,2021-05-13,Sell,PSTG,74624M102,PURE STORAGE INC,831644,0.0764
ARKK,2021-05-13,Sell,NVS,66987V109,NOVARTIS AG,236796,0.1112
ARKK,2021-05-13,Sell,PCAR,693718108,PACCAR INC,20000,0.0099
