date,fund,company,ticker,cusip,shares,market value($),weight(%)
9/9/2021,ARKF,SQUARE INC - A,SQ,852234103,1477913.00,376453999.36,10.13
9/9/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,156332.00,231028992.92,6.22
9/9/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,2063958.00,195023391.42,5.25
9/9/2021,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,731516.00,188877431.20,5.08
9/9/2021,ARKF,SEA LTD-ADR,SE,81141R100,539658.00,185534420.40,4.99
9/9/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,600116.00,171171086.68,4.61
9/9/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,48858.00,150882197.77,4.06
9/9/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,77607.00,147929806.98,3.98
9/9/2021,ARKF,TWILIO INC - A,TWLO,90138F102,369842.00,130446971.82,3.51
9/9/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6169385.00,115614274.90,3.11
9/9/2021,ARKF,JD.COM INC-ADR,JD,47215P106,1332219.00,108882258.87,2.93
9/9/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,268150.00,101245395.50,2.72
9/9/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,698401.00,97678363.86,2.63
9/9/2021,ARKF,UIPATH INC - CLASS A,PATH,90364P105,1642304.00,92708060.80,2.49
9/9/2021,ARKF,DOCUSIGN INC,DOCU,256163106,327832.00,92330604.48,2.48
9/9/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,1680929.00,91459346.89,2.46
9/9/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,1343676.00,85175621.64,2.29
9/9/2021,ARKF,Z HOLDINGS CORP,4689,6084848,11612776.00,76719935.76,2.06
9/9/2021,ARKF,INTUIT INC,INTU,461202103,134564.00,76377180.76,2.05
9/9/2021,ARKF,STONECO LTD-A,STNE,G85158106,1716414.00,73548339.90,1.98
9/9/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,649487.00,72352851.80,1.95
9/9/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,688808.00,72131973.76,1.94
9/9/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,779925.00,71004372.00,1.91
9/9/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,2324965.00,70771934.60,1.90
9/9/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,523004.00,62624498.96,1.68
9/9/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,206850.00,61544080.50,1.66
9/9/2021,ARKF,ETSY INC,ETSY,29786A106,245721.00,52773499.17,1.42
9/9/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,185662.00,50537196.40,1.36
9/9/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,766257.00,49890993.27,1.34
9/9/2021,ARKF,DISCOVERY LTD,DSY,6177878,5783239.00,48569219.81,1.31
9/9/2021,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1859616.00,47568977.28,1.28
9/9/2021,ARKF,FARFETCH LTD-CLASS A,FTCH,30744W107,1155585.00,47147868.00,1.27
9/9/2021,ARKF,AMAZON.COM INC,AMZN,023135106,11690.00,41213095.00,1.11
9/9/2021,ARKF,SNAP INC - A,SNAP,83304A106,516408.00,38281325.04,1.03
9/9/2021,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,920967.00,36884728.35,0.99
9/9/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,214731.00,24350495.40,0.66
9/9/2021,ARKF,YEAHKA LTD,9923,BL58D39,3300800.00,15260747.84,0.41
9/9/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,2472363.00,11875736.49,0.32
9/9/2021,ARKF,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,9402123.69,9402123.69,0.25
9/9/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,400.00,30688.00,0.00
9/9/2021,ARKF,SOUTH AFRICAN RAND,,ZAR,136.75,9.64,0.00
