date,fund,company,ticker,cusip,market value($),weight(%)
10/14/2021,PRNT,EXONE CO/THE,XONE,302104104,24785135.34,5.36
10/14/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,22453926.19,4.86
10/14/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,20074918.80,4.34
10/14/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,19291170.02,4.17
10/14/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,19019046.70,4.11
10/14/2021,PRNT,MICROSOFT CORP,MSFT,594918104,18666937.38,4.04
10/14/2021,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,18272266.57,3.95
10/14/2021,PRNT,CONFORMIS INC,CFMS,20717E101,18044041.04,3.90
10/14/2021,PRNT,ANSYS INC,ANSS,03662Q105,17836044.61,3.86
10/14/2021,PRNT,TRIMBLE INC,TRMB,896239100,17771846.58,3.84
10/14/2021,PRNT,BICO GROUP AB,BICO,BKMFJ94,17595883.99,3.80
10/14/2021,PRNT,AUTODESK INC,ADSK,052769106,17234043.45,3.73
10/14/2021,PRNT,HP INC,HPQ,40434L105,17191239.68,3.72
10/14/2021,PRNT,STRATASYS LTD,SSYS,M85548101,16726626.01,3.62
10/14/2021,PRNT,RENISHAW PLC,RSW,0732358,16595064.21,3.59
10/14/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,15999629.01,3.46
10/14/2021,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,15582847.12,3.37
10/14/2021,PRNT,PTC INC,PTC,69370C100,15292207.56,3.31
10/14/2021,PRNT,PROTO LABS INC,PRLB,743713109,14440979.00,3.12
10/14/2021,PRNT,XOMETRY INC-A,XMTR,98423F109,14052029.04,3.04
10/14/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,13949460.84,3.02
10/14/2021,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,5963554.09,1.29
10/14/2021,PRNT,GENERAL ELECTRIC CO,GE,369604301,5696231.64,1.23
10/14/2021,PRNT,SIEMENS AG-REG,SIE,5727973,5677571.40,1.23
10/14/2021,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,5663493.78,1.22
10/14/2021,PRNT,AMETEK INC,AME,031100100,5555490.35,1.20
10/14/2021,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,5558971.08,1.20
10/14/2021,PRNT,MOOG INC-CLASS A,MOG/A,615394202,5558126.64,1.20
10/14/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,5412225.00,1.17
10/14/2021,PRNT,KAISER ALUMINUM CORP,KALU,483007704,5372390.61,1.16
10/14/2021,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,5365356.74,1.16
10/14/2021,PRNT,EXCO TECHNOLOGIES LTD,XTC,2325392,5339280.43,1.15
10/14/2021,PRNT,MICHELIN (CGDE),ML,4588364,5306145.60,1.15
10/14/2021,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,5268829.17,1.14
10/14/2021,PRNT,ARCONIC CORP,ARNC,03966V107,5254630.48,1.14
10/14/2021,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,4915506.36,1.06
10/14/2021,PRNT,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,793566.29,0.17
10/14/2021,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,580745.26,0.13
10/14/2021,PRNT,HEXCEL CORP,HXL,428291108,564944.00,0.12
10/14/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,544275.15,0.12
10/14/2021,PRNT,5N PLUS INC,VNP,B2B3VZ3,546330.49,0.12
10/14/2021,PRNT,EASTMAN KODAK CO,KODK,277461406,495682.56,0.11
10/14/2021,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,491495.85,0.11
10/14/2021,PRNT,TORAY INDUSTRIES INC,3402,6897143,524576.95,0.11
10/14/2021,PRNT,SGL CARBON SE,SGL,4818351,503267.73,0.11
10/14/2021,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,485877.60,0.11
10/14/2021,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,455826.60,0.10
10/14/2021,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,465119.82,0.10
10/14/2021,PRNT,VOESTALPINE AG,VOE,4943402,472996.68,0.10
10/14/2021,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,462415.23,0.10
10/14/2021,PRNT,3M CO,MMM,88579Y101,463653.89,0.10
10/14/2021,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,455078.25,0.10
10/14/2021,PRNT,SANDVIK AB,SAND,B1VQ252,475218.88,0.10
10/14/2021,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,474833.10,0.10
10/14/2021,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,426252.44,0.09
10/14/2021,PRNT,GREAT BRITISH POUND,,GBP,0.33,0.00
