date,fund,company,ticker,cusip,market value($),weight(%)
10/14/2021,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,6120348.16,2.33
10/14/2021,IZRL,INMODE LTD,INMD,M5425M103,5880642.45,2.24
10/14/2021,IZRL,NAYAX LTD,NYAX,BMXT7N9,4860950.42,1.85
10/14/2021,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,4831487.15,1.84
10/14/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,4677199.83,1.78
10/14/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,4571370.93,1.74
10/14/2021,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,4475118.18,1.70
10/14/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,4423681.80,1.68
10/14/2021,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,4390526.73,1.67
10/14/2021,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,4323415.28,1.64
10/14/2021,IZRL,PLAYTIKA HOLDING CORP,PLTK,72815L107,4238490.67,1.61
10/14/2021,IZRL,PRIORTECH LTD,PRTC,6677776,4174307.51,1.59
10/14/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,4175889.00,1.59
10/14/2021,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,4173614.36,1.59
10/14/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,4153872.42,1.58
10/14/2021,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,M4130Y106,4094205.06,1.56
10/14/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,4018015.75,1.53
10/14/2021,IZRL,ARAD LTD,ARD,B0G7VP6,4019584.72,1.53
10/14/2021,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,3945985.02,1.50
10/14/2021,IZRL,AUDIOCODES LTD,AUDC,M15342104,3940657.95,1.50
10/14/2021,IZRL,CAMTEK LTD,CAMT,M20791105,3951215.23,1.50
10/14/2021,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,3929503.41,1.49
10/14/2021,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,3883458.14,1.48
10/14/2021,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,3870416.99,1.47
10/14/2021,IZRL,RADWARE LTD,RDWR,M81873107,3866763.81,1.47
10/14/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,3806390.33,1.45
10/14/2021,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,3806383.08,1.45
10/14/2021,IZRL,NOVA LTD,NVMI,M7516K103,3751420.60,1.43
10/14/2021,IZRL,E & M COMPUTING,EMCO,6302216,3746572.40,1.43
10/14/2021,IZRL,HILAN LTD,HLAN,6267230,3745247.25,1.42
10/14/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,3721170.00,1.42
10/14/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,3671445.85,1.40
10/14/2021,IZRL,POLYPID LTD,PYPD,M8001Q118,3641092.74,1.39
10/14/2021,IZRL,MATRIX IT LTD,MTRX,6747754,3631594.23,1.38
10/14/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,3559516.90,1.35
10/14/2021,IZRL,SILICOM LTD,SILC,M84116108,3515314.10,1.34
10/14/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,3495508.14,1.33
10/14/2021,IZRL,STRATASYS LTD,SSYS,M85548101,3473034.99,1.32
10/14/2021,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,3458006.79,1.32
10/14/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,3442400.64,1.31
10/14/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,3385810.04,1.29
10/14/2021,IZRL,TUFIN SOFTWARE TECHNOLOGIES,TUFN,M8893U102,3348614.07,1.27
10/14/2021,IZRL,PURPLE BIOTECH LTD-ADR,PPBT,74638P109,3247423.10,1.24
10/14/2021,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,3261428.48,1.24
10/14/2021,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,3225959.44,1.23
