date,fund,company,ticker,cusip,market value($),weight(%)
10/19/2021,ARKQ,TESLA INC,TSLA,88160R101,294731490.19,11.52
10/19/2021,ARKQ,TRIMBLE INC,TRMB,896239100,179690463.60,7.02
10/19/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,175968462.24,6.88
10/19/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,169365840.00,6.62
10/19/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,162147014.11,6.34
10/19/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,114321193.70,4.47
10/19/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,102357645.26,4.00
10/19/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,96189180.00,3.76
10/19/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,94288680.64,3.69
10/19/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,84069229.50,3.29
10/19/2021,ARKQ,DEERE & CO,DE,244199105,76117791.04,2.98
10/19/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,66368975.40,2.59
10/19/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,66022018.11,2.58
10/19/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,65493465.66,2.56
10/19/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,63597148.92,2.49
10/19/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,62173644.03,2.43
10/19/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,57972645.58,2.27
10/19/2021,ARKQ,TERADYNE INC,TER,880770102,54790106.28,2.14
10/19/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,52158488.76,2.04
10/19/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,48232473.75,1.89
10/19/2021,ARKQ,CATERPILLAR INC,CAT,149123101,42500691.90,1.66
10/19/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,39550434.40,1.55
10/19/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,37792050.68,1.48
10/19/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,33844953.66,1.32
10/19/2021,ARKQ,VELO3D INC,VLD,92259N104,32628814.40,1.28
10/19/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,30981405.42,1.21
10/19/2021,ARKQ,2U INC,TWOU,90214J101,28829556.15,1.13
10/19/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,28354191.30,1.11
10/19/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,28060312.60,1.10
10/19/2021,ARKQ,PROTO LABS INC,PRLB,743713109,27163106.82,1.06
10/19/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,26854714.64,1.05
10/19/2021,ARKQ,ANSYS INC,ANSS,03662Q105,26085135.36,1.02
10/19/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,25432218.94,0.99
10/19/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,24511777.20,0.96
10/19/2021,ARKQ,VUZIX CORP,VUZI,92921W300,23074790.50,0.90
10/19/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,15302544.06,0.60
10/19/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,849250.17,0.03
