date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/05/2021,ARKQ,"TESLA INC",TSLA,88160R101,"344,421","$269,175,344.13",10.94%
10/05/2021,ARKQ,"KRATOS DEFENSE & SECURITY",KTOS,50077B207,"7,975,149","$176,171,041.41",7.16%
10/05/2021,ARKQ,"TRIMBLE INC",TRMB,896239100,"2,125,808","$172,976,996.96",7.03%
10/05/2021,ARKQ,"UIPATH INC - CLASS A",PATH,90364P105,"3,269,374","$167,882,354.90",6.82%
10/05/2021,ARKQ,"UNITY SOFTWARE INC",U,91332U101,"1,169,260","$140,135,811.00",5.69%
10/05/2021,ARKQ,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,"2,909,113","$112,117,215.02",4.55%
10/05/2021,ARKQ,"LOCKHEED MARTIN CORP",LMT,539830109,"265,627","$91,904,285.73",3.73%
10/05/2021,ARKQ,"KOMATSU LTD -SPONS ADR",KMTUY,500458401,"3,857,071","$90,216,890.69",3.67%
10/05/2021,ARKQ,"JD.COM INC-ADR",JD,47215P106,"1,251,773","$86,885,563.93",3.53%
10/05/2021,ARKQ,"3D SYSTEMS CORP",DDD,88554D205,"3,155,960","$82,338,996.40",3.35%
10/05/2021,ARKQ,"DEERE & CO",DE,244199105,"231,201","$78,247,666.44",3.18%
10/05/2021,ARKQ,"INTUITIVE SURGICAL INC",ISRG,46120E602,"74,349","$72,155,704.50",2.93%
10/05/2021,ARKQ,"ALPHABET INC-CL C",GOOG,02079K107,"23,276","$62,270,282.80",2.53%
10/05/2021,ARKQ,"TUSIMPLE HOLDINGS INC - A",TSP,90089L108,"1,823,790","$62,355,380.10",2.53%
10/05/2021,ARKQ,"AEROVIRONMENT INC",AVAV,008073108,"705,897","$60,890,675.22",2.47%
10/05/2021,ARKQ,"NIU TECHNOLOGIES-SPONS ADR",NIU,65481N100,"2,441,608","$55,278,005.12",2.25%
10/05/2021,ARKQ,"MAGNA INTERNATIONAL INC",MGA,559222401,"700,474","$54,272,725.52",2.20%
10/05/2021,ARKQ,"TERADYNE INC",TER,880770102,"476,986","$51,166,288.22",2.08%
10/05/2021,ARKQ,"MARKFORGED HOLDING CORP",MKFG,57064N102,"8,131,535","$49,439,732.80",2.01%
