FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-05,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,38017,0.0023
ARKG,2021-08-05,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,73710,0.0095
ARKG,2021-08-05,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,21100,0.0066
ARKG,2021-08-05,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,525,0.0002
ARKG,2021-08-05,Buy,MASS,65443P102,908 DEVICES INC,70000,0.0274
ARKG,2021-08-05,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,15000,0.0222
ARKG,2021-08-05,Sell,RHHBY,771195104,ROCHE HOLDING AG,265501,0.1509
ARKG,2021-08-05,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,7505,0.0003
ARKG,2021-08-05,Sell,SEER,81578P106,SEER INC,59340,0.0223
ARKG,2021-08-05,Sell,CLLS,15117K103,CELLECTIS SA,14902,0.0023
