FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKF,2021-09-16,Buy,HOOD,770700102,ROBINHOOD MARKETS INC,325289,0.3826
ARKF,2021-09-16,Sell,9923HK,G9835C108,YEAHKA LTD,356400,0.0385
