date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/16/2021,ARKX,TRIMBLE INC,TRMB,896239100,691573.00,61480839.70,10.26
8/16/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1083006.00,41565770.28,6.93
8/16/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,899591.00,36577370.06,6.10
8/16/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,148652.00,34164689.16,5.70
8/16/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1511662.00,33649596.12,5.61
8/16/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,224991.00,28994590.17,4.84
8/16/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,78581.00,28130426.38,4.69
8/16/2021,ARKX,THALES SA,HO,4162791,238985.00,24609026.43,4.11
8/16/2021,ARKX,KOMATSU LTD,6301,6496584,885188.00,22738663.13,3.79
8/16/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,6993.00,19357463.16,3.23
8/16/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,321172.00,18146445.35,3.03
8/16/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5433.00,17896139.01,2.99
8/16/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4830823.00,17659398.06,2.95
8/16/2021,ARKX,BOEING CO/THE,BA,097023105,73188.00,17159658.48,2.86
8/16/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,169594.00,17106946.78,2.85
8/16/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,269419.00,16703978.00,2.79
8/16/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,342102.00,14347757.88,2.39
8/16/2021,ARKX,NETFLIX INC,NFLX,64110L106,27124.00,13993814.08,2.33
8/16/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1176953.00,11181053.50,1.87
8/16/2021,ARKX,DEERE & CO,DE,244199105,26774.00,10281216.00,1.72
8/16/2021,ARKX,TERADYNE INC,TER,880770102,86158.00,10231262.50,1.71
8/16/2021,ARKX,AIRBUS SE,AIR,4012250,68799.00,9370170.55,1.56
8/16/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63089.00,8990813.39,1.50
8/16/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1198893.00,8488162.44,1.42
8/16/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24247.00,7107280.64,1.19
8/16/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,30723.00,7120362.48,1.19
8/16/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,711317.00,7091830.49,1.18
8/16/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,39907.00,6685220.64,1.12
8/16/2021,ARKX,ANSYS INC,ANSS,03662Q105,17672.00,6407690.48,1.07
8/16/2021,ARKX,NVIDIA CORP,NVDA,67066G104,30495.00,6156330.60,1.03
8/16/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,204563.00,6134800.38,1.02
8/16/2021,ARKX,HEICO CORP,HEI,422806109,44265.00,5799600.30,0.97
8/16/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,586109.00,5527007.87,0.92
8/16/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12113.00,5515654.55,0.92
8/16/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,25570.00,4823013.40,0.80
8/16/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,391803.00,3914111.97,0.65
8/16/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2348835.86,2348835.86,0.39
8/16/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,61228.00,1524577.20,0.25
