FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKF,08/16/2021,Buy,Z,98954M200,ZILLOW GROUP INC,113686,0.2913
ARKF,08/16/2021,Buy,TWLO,90138F102,TWILIO INC,25974,0.2439
ARKF,08/16/2021,Buy,PATH,90364P105,UIPATH INC,61075,0.0995
ARKF,08/16/2021,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,375968,0.2469
ARKF,08/16/2021,Buy,STNE,G85158106,STONECO LTD,353803,0.4881
ARKF,08/16/2021,Sell,4477JP,J0433G101,BASE INC,48700,0.0126
ARKF,08/16/2021,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,171400,0.2659
ARKF,08/16/2021,Sell,SQ,852234103,SQUARE INC,34913,0.2474
ARKF,08/16/2021,Sell,GOOG,02079K107,ALPHABET INC,6975,0.5242
ARKF,08/16/2021,Sell,BABA,01609W102,ALIBABA GROUP HOLDING LTD,144198,0.716
ARKG,08/16/2021,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,569288,0.0772
ARKG,08/16/2021,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,784785,0.2394
ARKG,08/16/2021,Buy,QSI,74765K105,QUANTUM-SI INC,1210607,0.1177
ARKG,08/16/2021,Buy,ZY,98985X100,ZYMERGEN INC,86136,0.0102
ARKG,08/16/2021,Buy,BLI,84310101,BERKELEY LIGHTS INC,92618,0.0442
ARKG,08/16/2021,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,55000,0.0066
ARKG,08/16/2021,Sell,VEEV,922475108,VEEVA SYSTEMS INC,50102,0.191
ARKG,08/16/2021,Sell,TXG,88025U109,10X GENOMICS INC,74910,0.1439
ARKG,08/16/2021,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,148676,0.1382
ARKG,08/16/2021,Sell,SEER,81578P106,SEER INC,5115,0.002
ARKG,08/16/2021,Sell,RHHBY,771195104,ROCHE HOLDING AG,62464,0.0378
ARKG,08/16/2021,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,39600,0.0015
ARKK,08/16/2021,Buy,PD,69553P100,PAGERDUTY INC,65000,0.0117
ARKK,08/16/2021,Buy,NVTA,46185L103,INVITAE CORP,448607,0.051
ARKK,08/16/2021,Buy,NTLA,45826J105,INTELLIA THERAPEUTICS INC,76862,0.052
ARKK,08/16/2021,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,228429,0.0263
