date,fund,company,ticker,cusip,shares,market value($),weight(%)
6/23/2021,ARKK,TESLA INC,TSLA,88160R101,3512181.00,2190582411.51,9.48
6/23/2021,ARKK,ROKU INC,ROKU,77543R102,3523397.00,1421690689.50,6.15
6/23/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8646295.00,1362915480.85,5.90
6/23/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,730141.00,1101373890.04,4.77
6/23/2021,ARKK,SQUARE INC - A,SQ,852234103,4473125.00,1055523306.25,4.57
6/23/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2814362.00,1054400723.30,4.56
6/23/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2320209.00,875948503.77,3.79
6/23/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7757703.00,855364332.78,3.70
6/23/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3337559.00,846538464.76,3.66
6/23/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,3600698.00,801047284.06,3.47
6/23/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5741530.00,734571348.20,3.18
6/23/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6402744.00,732537941.04,3.17
6/23/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4956994.00,640443624.80,2.77
6/23/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2128905.00,590281489.35,2.55
6/23/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22556434.00,572933423.60,2.48
6/23/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2706287.00,533544482.05,2.31
6/23/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,8779035.00,440356395.60,1.91
6/23/2021,ARKK,INVITAE CORP,NVTA,46185L103,13184110.00,436657723.20,1.89
6/23/2021,ARKK,TWITTER INC,TWTR,90184L102,6597495.00,420788231.10,1.82
6/23/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4613818.00,396742209.82,1.72
6/23/2021,ARKK,SEA LTD-ADR,SE,81141R100,1384756.00,388936417.72,1.68
6/23/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4596576.00,362715812.16,1.57
6/23/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,5030626.00,351389226.10,1.52
6/23/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8342725.00,338798062.25,1.47
6/23/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15464525.00,298001396.75,1.29
6/23/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3798869.00,279976645.30,1.21
6/23/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3380126.00,275209858.92,1.19
6/23/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2246410.00,266851043.90,1.15
6/23/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10754862.00,258116688.00,1.12
6/23/2021,ARKK,PAGERDUTY INC,PD,69553P100,5625322.00,252576957.80,1.09
6/23/2021,ARKK,TERADYNE INC,TER,880770102,1935256.00,243764845.76,1.05
6/23/2021,ARKK,2U INC,TWOU,90214J101,5734609.00,236036506.44,1.02
6/23/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4609804.00,234685121.64,1.02
6/23/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2847672.00,211183355.52,0.91
6/23/2021,ARKK,PROTO LABS INC,PRLB,743713109,2213571.00,199575561.36,0.86
6/23/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6372212.00,192759413.00,0.83
6/23/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3529925.00,176319753.75,0.76
6/23/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4738176.00,172516988.16,0.75
6/23/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,7347036.00,141871265.16,0.61
6/23/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5722227.00,133499555.91,0.58
6/23/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2646294.00,131070941.82,0.57
6/23/2021,ARKK,VERACYTE INC,VCYT,92337F107,3446555.00,132899160.80,0.57
6/23/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1909498.00,123697280.44,0.54
6/23/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4609507.00,114407963.74,0.49
6/23/2021,ARKK,TRIMBLE INC,TRMB,896239100,1424402.00,113097518.80,0.49
6/23/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,4106038.00,97682644.02,0.42
6/23/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,989506.00,92152693.78,0.40
6/23/2021,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,87408758.67,87408758.67,0.38
6/23/2021,ARKK,CERUS CORP,CERS,157085101,13570943.00,76132990.23,0.33
6/23/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,7139755.00,54761920.85,0.24
6/23/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,94346.00,10797899.70,0.05
