date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/12/2021,IZRL,"MONDAY.COM LTD",MNDY,M7S64H106,"16,792","$5,677,207.28",2.22%
10/12/2021,IZRL,"NAYAX LTD",NYAX,BMXT7N9,"1,212,606","$4,821,114.03",1.88%
10/12/2021,IZRL,"INMODE LTD",INMD,M5425M103,"68,515","$4,758,366.75",1.86%
10/12/2021,IZRL,"PLASSON INDUSTRIES LTD",PLSN,6094728,"68,773","$4,669,403.25",1.82%
10/12/2021,IZRL,"KORNIT DIGITAL LTD",KRNT,M6372Q113,"30,417","$4,473,428.19",1.75%
10/12/2021,IZRL,"SAPIENS INTERNATIONAL CORP",SPNS,G7T16G103,"139,022","$4,451,484.44",1.74%
10/12/2021,IZRL,"MAGIC SOFTWARE ENTERPRISES",MGIC,6328074,"209,306","$4,244,494.78",1.66%
10/12/2021,IZRL,"CYBERARK SOFTWARE LTD/ISRAEL",CYBR,M2682V108,"25,983","$4,258,613.70",1.66%
10/12/2021,IZRL,"BET SHEMESH ENGINES HOLDINGS",BSEN,6103936,"184,460","$4,238,521.54",1.65%
10/12/2021,IZRL,"PLAYTIKA HOLDING CORP",PLTK,72815L107,"154,183","$4,166,024.66",1.63%
10/12/2021,IZRL,"PERION NETWORK LTD",PERI,M78673114,"195,135","$4,164,180.90",1.63%
10/12/2021,IZRL,"BEZEQ THE ISRAELI TELECOM CO",BEZQ,6098032,"3,454,955","$4,143,376.46",1.62%
10/12/2021,IZRL,"PRIORTECH LTD",PRTC,6677776,"136,471","$4,103,010.98",1.60%
10/12/2021,IZRL,"TEVA PHARMACEUTICAL-SP ADR",TEVA,881624209,"400,561","$4,081,716.59",1.59%
10/12/2021,IZRL,"ENLIVEX THERAPEUTICS LTD",ENLV,M4130Y106,"453,903","$4,039,736.70",1.58%
10/12/2021,IZRL,"SOLAREDGE TECHNOLOGIES INC",SEDG,83417M104,"14,565","$4,031,883.30",1.57%
10/12/2021,IZRL,"ARAD LTD",ARD,B0G7VP6,"278,701","$4,021,170.92",1.57%
10/12/2021,IZRL,"ITURAN LOCATION AND CONTROL",ITRN,M6158M104,"143,334","$4,030,552.08",1.57%
10/12/2021,IZRL,"CAMTEK LTD",CAMT,M20791105,"102,709","$3,985,109.20",1.56%
10/12/2021,IZRL,"ELBIT SYSTEMS LTD",ESLT,6308913,"27,522","$3,938,537.22",1.54%
10/12/2021,IZRL,"FATTAL HOLDINGS 1998 LTD",FTAL,BG1YKN5,"36,935","$3,914,400.37",1.53%
10/12/2021,IZRL,"RADWARE LTD",RDWR,M81873107,"114,843","$3,867,912.24",1.51%
10/12/2021,IZRL,"TOWER SEMICONDUCTOR LTD",TSEM,M87915274,"132,442","$3,862,008.72",1.51%
10/12/2021,IZRL,"PARTNER COMMUNICATIONS CO",PTNR,6374420,"833,961","$3,879,068.67",1.51%
10/12/2021,IZRL,"UROGEN PHARMA LTD","URGN UQ",M96088105,"242,089","$3,849,215.10",1.50%
10/12/2021,IZRL,"ONE SOFTWARE TECHNOLOGIES LT",ONE,6987709,"236,106","$3,731,455.22",1.46%
10/12/2021,IZRL,"HILAN LTD",HLAN,6267230,"68,058","$3,722,416.18",1.45%
10/12/2021,IZRL,"NOVA LTD",NVMI,M7516K103,"37,402","$3,718,880.86",1.45%
