date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/12/2021,IZRL,"NICE LTD - SPON ADR",NICE,653656108,"13,800","$3,674,388.00",1.43%
10/12/2021,IZRL,"AUDIOCODES LTD",AUDC,M15342104,"110,105","$3,663,193.35",1.43%
10/12/2021,IZRL,"MATRIX IT LTD",MTRX,6747754,"138,788","$3,647,109.51",1.42%
10/12/2021,IZRL,"MALAM - TEAM LTD",MLTM,6875923,"112,462","$3,575,643.38",1.40%
10/12/2021,IZRL,"BATM ADVANCED COMMUNICATIONS",BATM,B85PTW0,"3,038,164","$3,593,638.67",1.40%
10/12/2021,IZRL,"POLYPID LTD",PYPD,M8001Q118,"467,406","$3,556,959.66",1.39%
10/12/2021,IZRL,"STRATASYS LTD",SSYS,M85548101,"128,109","$3,453,818.64",1.35%
10/12/2021,IZRL,"E & M COMPUTING",EMCO,6302216,"599,433","$3,403,040.77",1.33%
10/12/2021,IZRL,"TUFIN SOFTWARE TECHNOLOGIES",TUFN,M8893U102,"341,347","$3,389,575.71",1.32%
10/12/2021,IZRL,"CHECK POINT SOFTWARE TECH",CHKP,M22465104,"28,459","$3,384,059.69",1.32%
10/12/2021,IZRL,"CERAGON NETWORKS LTD",CRNT,M22013102,"1,020,061","$3,376,401.91",1.32%
10/12/2021,IZRL,"DANEL (ADIR YEOSHUA) LTD",DANE,6253433,"17,195","$3,381,452.43",1.32%
10/12/2021,IZRL,"KAMADA LTD",KMDA,B0L2CR5,"642,030","$3,370,309.33",1.32%
10/12/2021,IZRL,"CELLCOM ISRAEL LTD",CEL,B23WQK8,"937,596","$3,309,333.26",1.29%
10/12/2021,IZRL,"PURPLE BIOTECH LTD-ADR",PPBT,74638P109,"729,758","$3,254,720.68",1.27%
10/12/2021,IZRL,"TARO PHARMACEUTICAL INDUS",TARO,M8737E108,"50,732","$3,255,472.44",1.27%
10/12/2021,IZRL,"SILICOM LTD",SILC,M84116108,"85,949","$3,226,525.46",1.26%
10/12/2021,IZRL,"COLLPLANT BIOTECHNOLOGIES LT","CLGN UQ",M2R51X116,"189,664","$3,214,804.80",1.25%
10/12/2021,IZRL,"GILAT SATELLITE NETWORKS LTD",GILT,M51474118,"381,008","$3,196,657.12",1.25%
10/12/2021,IZRL,"COGNYTE SOFTWARE LTD",CGNT,M25133105,"142,868","$3,127,380.52",1.22%
10/12/2021,IZRL,"ENTERA BIO LTD",ENTX,M40527109,"677,196","$3,115,101.60",1.22%
10/12/2021,IZRL,"ELECTRA CONSUMER PRODUCTS 19",ECP,B536CY7,"67,308","$3,109,892.41",1.21%
10/12/2021,IZRL,"RADA ELECTRONIC INDS LTD",RADA,M81863124,"293,109","$3,033,678.15",1.18%
10/12/2021,IZRL,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"536,975","$3,001,690.25",1.17%
10/12/2021,IZRL,"ABRA INFORMATION TECHNOLOGIE",ABRA,B2NB586,"2,509,021","$2,963,863.67",1.16%
10/12/2021,IZRL,"ALLOT LTD",ALLT,M0854Q105,"193,109","$2,921,739.17",1.14%
10/12/2021,IZRL,"FIVERR INTERNATIONAL LTD",FVRR,M4R82T106,"16,747","$2,909,958.72",1.14%
10/12/2021,IZRL,"SIMILARWEB LTD",SMWB,M84137104,"154,389","$2,933,391.00",1.14%
10/12/2021,IZRL,"VASCULAR BIOGENICS LTD",VBLT,M96883109,"1,381,604","$2,915,184.44",1.14%
10/12/2021,IZRL,"WALKME LTD",WKME,M97628107,"117,331","$2,889,862.53",1.13%
10/12/2021,IZRL,"AQUARIUS ENGINES AM LTD",AQUA,BN7JJ92,"257,536","$2,881,019.40",1.12%
10/12/2021,IZRL,"EVOGENE LTD",EVGN,B289530,"1,093,246","$2,816,624.49",1.10%
10/12/2021,IZRL,"BIOLINERX LTD-SPONS ADR","BLRX ",09071M205,"1,064,778","$2,811,013.92",1.10%
10/12/2021,IZRL,"PHINERGY LTD",PNRG,BMZ52P2,"915,661","$2,655,331.78",1.04%
10/12/2021,IZRL,"JFROG LTD",FROG,M6191J100,"80,388","$2,632,707.00",1.03%
10/12/2021,IZRL,"NANO-X IMAGING LTD",NNOX,M70700105,"122,563","$2,633,878.87",1.03%
10/12/2021,IZRL,"CHECK CAP LTD",CHEK,M2361E203,"3,024,575","$2,535,803.68",0.99%
10/12/2021,IZRL,"AUGWIND ENERGY TECH STORAGE",AUGN,B290CJ7,"181,628","$2,495,626.13",0.97%
10/12/2021,IZRL,"MEDIWOUND LTD",MDWD,M68830104,"758,369","$2,426,780.80",0.95%
10/12/2021,IZRL,"GAMIDA CELL LTD",GMDA,M47364100,"618,370","$2,374,540.80",0.93%
10/12/2021,IZRL,"PLURISTEM THERAPEUTICS INC",PSTI,72940R300,"917,489","$2,293,722.50",0.90%
10/12/2021,IZRL,"WIX.COM LTD",WIX,M98068105,"12,269","$2,232,099.17",0.87%
10/12/2021,IZRL,"COMPUGEN LTD",CGEN,M25722105,"353,093","$2,139,743.58",0.84%
10/12/2021,IZRL,"ICECURE MEDICAL LTD",ICCM,B67PC92,"310,544","$2,126,749.16",0.83%
10/12/2021,IZRL,"INTERCURE LTD",INCR,B23SD94,"285,226","$1,936,568.00",0.76%
10/12/2021,IZRL,"INNOVIZ TECHNOLOGIES LTD","INVZ UR",M5R635108,"349,816","$1,710,600.24",0.67%
10/12/2021,IZRL,"CHEMOMAB THERAPEUTICS LTD",CMMB,16385C104,"178,990","$1,628,809.00",0.64%
10/12/2021,IZRL,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"1,126,750","$1,126,750.28",0.44%
10/12/2021,IZRL,"REDHILL BIOPHARMA LTD-SP ADR",RDHL,757468103,"18,970","$90,107.50",0.04%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product."
