date,fund,company,ticker,cusip,shares,market value($),weight(%)
6/14/2021,ARKK,TESLA INC,TSLA,88160R101,3467052.00,2114520344.28,9.68
6/14/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8535212.00,1321421521.84,6.05
6/14/2021,ARKK,ROKU INC,ROKU,77543R102,3478121.00,1206838424.58,5.53
6/14/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2778200.00,1017932480.00,4.66
6/14/2021,ARKK,SQUARE INC - A,SQ,852234103,4415648.00,968528232.32,4.44
6/14/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,720782.00,898829569.64,4.12
6/14/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3294684.00,802782703.44,3.68
6/14/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2290317.00,762057175.41,3.49
6/14/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7658002.00,761588298.90,3.49
6/14/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,3342468.00,748445434.56,3.43
6/14/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6320473.00,700561227.32,3.21
6/14/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5667665.00,690831686.85,3.16
6/14/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4893294.00,621448338.00,2.85
6/14/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22266566.00,549316183.22,2.52
6/14/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2101563.00,531716454.63,2.43
6/14/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2671497.00,516961384.47,2.37
6/14/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,7977901.00,423945659.14,1.94
6/14/2021,ARKK,INVITAE CORP,NVTA,46185L103,13478001.00,420783191.22,1.93
6/14/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4554528.00,404259905.28,1.85
6/14/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4699066.00,400783339.14,1.84
6/14/2021,ARKK,TWITTER INC,TWTR,90184L102,6512725.00,394019862.50,1.80
6/14/2021,ARKK,SEA LTD-ADR,SE,81141R100,1366969.00,379593621.61,1.74
6/14/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,4642549.00,331942253.50,1.52
6/14/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15265789.00,327909147.72,1.50
6/14/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8235513.00,321679137.78,1.47
6/14/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3336645.00,299463888.75,1.37
6/14/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3750033.00,288940042.65,1.32
6/14/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2296499.00,263247680.37,1.21
6/14/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10994612.00,257823651.40,1.18
6/14/2021,ARKK,TERADYNE INC,TER,880770102,1910325.00,244483393.50,1.12
6/14/2021,ARKK,2U INC,TWOU,90214J101,5862431.00,232210891.91,1.06
6/14/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4550563.00,226936576.81,1.04
6/14/2021,ARKK,PAGERDUTY INC,PD,69553P100,5530427.00,223650467.88,1.02
6/14/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2811069.00,217014526.80,0.99
6/14/2021,ARKK,PROTO LABS INC,PRLB,743713109,2262916.00,197394162.68,0.90
6/14/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6290333.00,183803530.26,0.84
6/14/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4843808.00,181255295.36,0.83
6/14/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3484551.00,170046088.80,0.78
6/14/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,7813373.00,149001023.11,0.68
6/14/2021,ARKK,VERACYTE INC,VCYT,92337F107,3523423.00,127336507.22,0.58
6/14/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2612288.00,127035565.44,0.58
6/14/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5849800.00,120154892.00,0.55
6/14/2021,ARKK,TRIMBLE INC,TRMB,896239100,1406076.00,110531634.36,0.51
6/14/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1884949.00,111796325.19,0.51
6/14/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4712288.00,107487289.28,0.49
6/14/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,4197599.00,96460825.02,0.44
6/14/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,986111.00,91402628.59,0.42
6/14/2021,ARKK,CERUS CORP,CERS,157085101,13873458.00,82408340.52,0.38
6/14/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,7298959.00,57880744.87,0.27
6/14/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,289321.00,32597797.07,0.15
6/14/2021,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,18776351.73,18776351.73,0.09
