date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/24/2021,ARKX,TRIMBLE INC,TRMB,896239100,669298.00,61635652.82,10.54
8/24/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1079910.00,41338954.80,7.07
8/24/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,891966.00,36820356.48,6.30
8/24/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,147392.00,34267166.08,5.86
8/24/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1498847.00,33828976.79,5.79
8/24/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,82085.00,29333074.75,5.02
8/24/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,223081.00,27949818.49,4.78
8/24/2021,ARKX,THALES SA,HO,4162791,236955.00,23431622.85,4.01
8/24/2021,ARKX,KOMATSU LTD,6301,6496584,877688.00,20935823.91,3.58
8/24/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,318447.00,18135408.51,3.10
8/24/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5388.00,17596507.56,3.01
8/24/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,168154.00,17023910.96,2.91
8/24/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,5897.00,16641275.03,2.85
8/24/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,267134.00,16078795.46,2.75
8/24/2021,ARKX,BOEING CO/THE,BA,097023105,72568.00,15921419.20,2.72
8/24/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4789823.00,15336235.80,2.62
8/24/2021,ARKX,NETFLIX INC,NFLX,64110L106,26894.00,14881257.02,2.55
8/24/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,339197.00,13449161.05,2.30
8/24/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1166973.00,12019821.90,2.06
8/24/2021,ARKX,TERADYNE INC,TER,880770102,85428.00,9965176.20,1.70
8/24/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1276772.00,9780073.52,1.67
8/24/2021,ARKX,DEERE & CO,DE,244199105,26544.00,9630163.20,1.65
8/24/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,62554.00,9136637.24,1.56
8/24/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,300307.00,7453619.74,1.27
8/24/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,705282.00,6996397.44,1.20
8/24/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,30463.00,6979377.93,1.19
8/24/2021,ARKX,ANSYS INC,ANSS,03662Q105,17522.00,6430924.44,1.10
8/24/2021,ARKX,AIRBUS SE,AIR,4012250,46100.00,6050056.39,1.03
8/24/2021,ARKX,NVIDIA CORP,NVDA,67066G104,27178.00,5967745.24,1.02
8/24/2021,ARKX,SYNOPSYS INC,SNPS,871607107,18462.00,5924825.04,1.01
8/24/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,34329.00,5882274.15,1.01
8/24/2021,ARKX,HEICO CORP,HEI,422806109,43890.00,5645570.70,0.97
8/24/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12008.00,5457395.84,0.93
8/24/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,203063.00,5091949.87,0.87
8/24/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,581139.00,4858322.04,0.83
8/24/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,440778.00,4394556.66,0.75
8/24/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2250452.57,2250452.57,0.38
8/24/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,742.00,119506.52,0.02
