FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKQ,2021-08-31,Buy,BLDE,092667104,BLADE AIR MOBILITY INC,91664,0.028
ARKQ,2021-08-31,Buy,NNDM,63008G203,NANO DIMENSION LTD,456084,0.1036
ARKQ,2021-08-31,Buy,NIU,65481N100,NIU TECHNOLOGIES,48400,0.0451
ARKQ,2021-08-31,Buy,MKFG,57064N102,MARKFORGED HOLDING CORP,111500,0.0331
ARKQ,2021-08-31,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,73249,0.0653
ARKQ,2021-08-31,Buy,KMTUY,500458401,KOMATSU LTD,216186,0.1897
ARKQ,2021-08-31,Buy,DDD,88554D205,3D SYSTEMS CORP,46070,0.0499
ARKQ,2021-08-31,Buy,SPFR,G50740102,JAWS SPITFIRE ACQUISITION CORP,3619,0.0013
ARKQ,2021-08-31,Sell,ISRG,46120E602,INTUITIVE SURGICAL INC,2888,0.1098
ARKQ,2021-08-31,Sell,NVDA,67066G104,NVIDIA CORP,58259,0.466
