date,fund,company,ticker,cusip,shares,market value($),weight(%)
6/3/2021,ARKX,TRIMBLE INC,TRMB,896239100,696519.00,54627985.17,8.68
6/3/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1119726.00,43635722.22,6.94
6/3/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1448653.00,36824759.26,5.85
6/3/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,886181.00,33683739.81,5.35
6/3/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,153692.00,33615514.24,5.34
6/3/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,71199.00,27418022.91,4.36
6/3/2021,ARKX,KOMATSU LTD,6301,6496584,915188.00,27310690.33,4.34
6/3/2021,ARKX,THALES SA,HO,4162791,247092.00,25461272.91,4.05
6/3/2021,ARKX,BOEING CO/THE,BA,097023105,88453.00,22610355.86,3.59
6/3/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,3768000.00,22048862.22,3.51
6/3/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,414128.00,21315168.16,3.39
6/3/2021,ARKX,JD.COM INC-ADR,JD,47215P106,265998.00,20359486.92,3.24
6/3/2021,ARKX,AMAZON.COM INC,AMZN,023135106,6092.00,19701467.08,3.13
6/3/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7233.00,17513118.24,2.78
6/3/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,73467.00,16755143.76,2.66
6/3/2021,ARKX,NVIDIA CORP,NVDA,67066G104,21651.00,14530635.63,2.31
6/3/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,354059.00,14228895.37,2.26
6/3/2021,ARKX,NETFLIX INC,NFLX,64110L106,27963.00,13960248.12,2.22
6/3/2021,ARKX,TERADYNE INC,TER,880770102,101250.00,13264762.50,2.11
6/3/2021,ARKX,AIRBUS SE,AIR,4012250,87423.00,11815505.51,1.88
6/3/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,254071.00,11410328.61,1.81
6/3/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1111336.00,11091133.28,1.76
6/3/2021,ARKX,DEERE & CO,DE,244199105,27681.00,9874089.51,1.57
6/3/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,43301.00,9508466.59,1.51
6/3/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,67090.00,9518729.20,1.51
6/3/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,65229.00,8453026.11,1.34
6/3/2021,ARKX,HEICO CORP,HEI,422806109,56700.00,8130780.00,1.29
6/3/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,31768.00,7330148.32,1.17
6/3/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,708980.00,7096889.80,1.13
6/3/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,61834.00,6901292.74,1.10
6/3/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,84858.00,6873498.00,1.09
6/3/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,15529.00,6575289.18,1.05
6/3/2021,ARKX,SYNOPSYS INC,SNPS,871607107,25067.00,6343204.35,1.01
6/3/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,76925.00,6245540.75,0.99
6/3/2021,ARKX,ANSYS INC,ANSS,03662Q105,18272.00,6146883.52,0.98
6/3/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,609906.00,5958781.62,0.95
6/3/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,61861.00,5784622.11,0.92
6/3/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,405101.00,4014550.91,0.64
6/3/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1117415.73,1117415.73,0.18
