FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-06,Buy,QSI,74765K105,QUANTUM-SI INC,43809,0.0057
ARKG,2021-07-06,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,171555,0.0521
ARKG,2021-07-06,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,44863,0.0173
ARKG,2021-07-06,Buy,MASS,65443P102,908 DEVICES INC,128358,0.045
ARKG,2021-07-06,Buy,PATH,90364P105,UIPATH INC,365693,0.2431
ARKG,2021-07-06,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,6505,0.0021
ARKG,2021-07-06,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,90300,0.0622
ARKG,2021-07-06,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,37629,0.0279
ARKG,2021-07-06,Sell,CDNA,14167L103,CAREDX INC,3284,0.0031
ARKG,2021-07-06,Sell,TXG,88025U109,10X GENOMICS INC,79585,0.1596
