FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-06,Buy,VUZI,92921W300,VUZIX CORP,207727,0.0597
ARKW,2021-07-06,Buy,DIS,254687106,WALT DISNEY CO/THE,108653,0.3024
ARKW,2021-07-06,Buy,FTCH,30744W107,FARFETCH LTD,432835,0.3397
ARKW,2021-07-06,Buy,NFLX,64110L106,NETFLIX INC,34561,0.3019
ARKW,2021-07-06,Sell,SE,81141R100,SEA LTD,43904,0.1943
ARKW,2021-07-06,Sell,ROKU,77543R102,ROKU INC,55514,0.3871
ARKW,2021-07-06,Sell,PD,69553P100,PAGERDUTY INC,38876,0.0263
ARKW,2021-07-06,Sell,LC,52603A208,LENDINGCLUB CORP,24656,0.0068
ARKW,2021-07-06,Sell,JD,47215P106,JD.COM INC,341190,0.3981
ARKW,2021-07-06,Sell,HUYA,44852D108,HUYA INC,91160,0.0242
ARKW,2021-07-06,Sell,BEKE,482497104,KE HOLDINGS INC,79368,0.055
