FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-13,Buy,VERV,92539P101,VERVE THERAPEUTICS INC,128307,0.0707
ARKG,2021-07-13,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,123187,0.0386
ARKG,2021-07-13,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,91747,0.0412
ARKG,2021-07-13,Buy,QSI,74765K105,QUANTUM-SI INC,281276,0.0363
ARKG,2021-07-13,Buy,PATH,90364P105,UIPATH INC,59378,0.0416
ARKG,2021-07-13,Buy,MASS,65443P102,908 DEVICES INC,73659,0.0274
ARKG,2021-07-13,Sell,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,30548,0.0084
ARKG,2021-07-13,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,2328,0.0018
ARKG,2021-07-13,Sell,VEEV,922475108,VEEVA SYSTEMS INC,4547,0.0159
ARKG,2021-07-13,Sell,CDNA,14167L103,CAREDX INC,31755,0.0286
