FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-13,Buy,CND,206071102,CONCORD ACQUISITION CORP,352545,0.0612
ARKW,2021-07-13,Buy,PATH,90364P105,UIPATH INC,90448,0.0981
ARKW,2021-07-13,Buy,MELI,58733R102,MERCADOLIBRE INC,15797,0.4044
ARKW,2021-07-13,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,475422,0.0831
ARKW,2021-07-13,Buy,DKNG,26142R104,DRAFTKINGS INC,175387,0.1412
ARKW,2021-07-13,Buy,COIN,19260Q107,COINBASE GLOBAL INC,27844,0.1131
ARKW,2021-07-13,Sell,HUYA,44852D108,HUYA INC,1459475,0.3696
ARKW,2021-07-13,Sell,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,347963,0.0924
ARKW,2021-07-13,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,14100,0.0709
ARKW,2021-07-13,Sell,ROKU,77543R102,ROKU INC,9600,0.0695
ARKW,2021-07-13,Sell,SHOP,82509L107,SHOPIFY INC,16034,0.3986
