FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-04-21,Buy,COIN,19260Q107,COINBASE GLOBAL INC,52609,0.2489
ARKW,2021-04-21,Buy,SKLZ,83067L109,SKILLZ INC,1056186,0.2513
ARKW,2021-04-21,Buy,PTON,70614W100,PELOTON INTERACTIVE INC,152289,0.2291
ARKW,2021-04-21,Buy,PDD,722304102,PINDUODUO INC,1956,0.0036
ARKW,2021-04-21,Buy,PATH,90364P105,UIPATH INC,384976,0.382
ARKW,2021-04-21,Buy,NFLX,64110L106,NETFLIX INC,53667,0.4001
ARKW,2021-04-21,Buy,TCEHY,88032Q109,TENCENT HOLDINGS LTD,56800,0.0665
ARKW,2021-04-21,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,169143,0.2964
ARKW,2021-04-21,Sell,PSTG,74624M102,PURE STORAGE INC,397704,0.1197
ARKW,2021-04-21,Sell,HUBS,443573100,HUBSPOT INC,11403,0.0843
ARKW,2021-04-21,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,119279,0.4605
ARKW,2021-04-21,Sell,DOCU,256163106,DOCUSIGN INC,68892,0.2201
ARKW,2021-04-21,Sell,SQ,852234103,SQUARE INC,136811,0.4872
