FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-04-21,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,37406,0.0109
ARKK,2021-04-21,Buy,BLI,084310101,BERKELEY LIGHTS INC,60684,0.0117
ARKK,2021-04-21,Buy,COIN,19260Q107,COINBASE GLOBAL INC,195108,0.2553
ARKK,2021-04-21,Buy,DKNG,26142R104,DRAFTKINGS INC,126173,0.0291
ARKK,2021-04-21,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,15219,0.0023
ARKK,2021-04-21,Buy,PATH,90364P105,UIPATH INC,1348999,0.3808
ARKK,2021-04-21,Buy,SKLZ,83067L109,SKILLZ INC,4014903,0.2621
ARKK,2021-04-21,Sell,TSLA,88160R101,TESLA INC,163981,0.4972
ARKK,2021-04-21,Sell,SQ,852234103,SQUARE INC,170764,0.1755
ARKK,2021-04-21,Sell,SNPS,871607107,SYNOPSYS INC,19690,0.0206
ARKK,2021-04-21,Sell,ROKU,77543R102,ROKU INC,114713,0.1677
ARKK,2021-04-21,Sell,PCAR,693718108,PACCAR INC,206766,0.0799
ARKK,2021-04-21,Sell,TWTR,90184L102,TWITTER INC,122015,0.0337
