FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-20,Buy,MASS,65443P102,908 DEVICES INC,13080,0.0062
ARKG,2021-05-20,Buy,CDXS,192005106,CODEXIS INC,1929,0.0005
ARKG,2021-05-20,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,305,0
ARKG,2021-05-20,Buy,CSTL,14843C105,CASTLE BIOSCIENCES INC,11536,0.0086
ARKG,2021-05-20,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,139900,0.0464
ARKG,2021-05-20,Buy,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,201664,0.0482
ARKG,2021-05-20,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,14440,0.0039
ARKG,2021-05-20,Buy,ONEM,68269G107,1LIFE HEALTHCARE INC,144563,0.0629
ARKG,2021-05-20,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,41780,0.0183
ARKG,2021-05-20,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,30499,0.0015
ARKG,2021-05-20,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,51594,0.0426
ARKG,2021-05-20,Sell,GH,40131M109,GUARDANT HEALTH INC,182400,0.2739
ARKG,2021-05-20,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,45000,0.0033
