FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-20,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,30000,0.0108
ARKK,2021-05-20,Buy,COIN,19260Q107,COINBASE GLOBAL INC,216518,0.2517
ARKK,2021-05-20,Buy,EXAS,30063P105,EXACT SCIENCES CORP,125929,0.0656
ARKK,2021-05-20,Buy,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,808642,0.0776
ARKK,2021-05-20,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,7496,0.0009
ARKK,2021-05-20,Sell,TER,880770102,TERADYNE INC,24399,0.0151
ARKK,2021-05-20,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,251846,0.0966
ARKK,2021-05-20,Sell,SNPS,871607107,SYNOPSYS INC,34326,0.0414
ARKK,2021-05-20,Sell,PSTG,74624M102,PURE STORAGE INC,432641,0.039
ARKK,2021-05-20,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,5705,0.0002
ARKK,2021-05-20,Sell,NVS,66987V109,NOVARTIS AG,110405,0.0484
ARKK,2021-05-20,Sell,NTDOY,654445303,NINTENDO CO LTD,239702,0.0859
ARKK,2021-05-20,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,267813,0.15
ARKK,2021-05-20,Sell,HUYA,44852D108,HUYA INC,369530,0.0284
ARKK,2021-05-20,Sell,TREE,52603B107,LENDINGTREE INC,10321,0.0102
