date,fund,company,ticker,cusip,market value($),weight(%)
10/27/2021,ARKW,TESLA INC,TSLA,88160R101,570020363.15,10.24
10/27/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,394116116.31,7.08
10/27/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,354448276.31,6.37
10/27/2021,ARKW,TWITTER INC,TWTR,90184L102,293125100.99,5.27
10/27/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,280782740.70,5.04
10/27/2021,ARKW,ROKU INC,ROKU,77543R102,240705084.94,4.32
10/27/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,228678437.24,4.11
10/27/2021,ARKW,SQUARE INC - A,SQ,852234103,227245517.08,4.08
10/27/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,218330296.60,3.92
10/27/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,197110575.00,3.54
10/27/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,196284159.50,3.53
10/27/2021,ARKW,TWILIO INC - A,TWLO,90138F102,192338531.84,3.45
10/27/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,175333421.25,3.15
10/27/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,158995740.82,2.86
10/27/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,134007893.36,2.41
10/27/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,131221697.00,2.36
10/27/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,127213775.00,2.29
10/27/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,103536368.85,1.86
10/27/2021,ARKW,SPLUNK INC,SPLK,848637104,93180446.00,1.67
10/27/2021,ARKW,ETSY INC,ETSY,29786A106,88246325.44,1.59
10/27/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,85411292.96,1.53
10/27/2021,ARKW,SKILLZ INC,SKLZ,83067L109,78009801.00,1.40
10/27/2021,ARKW,PAGERDUTY INC,PD,69553P100,75645343.90,1.36
10/27/2021,ARKW,LIVEPERSON INC,LPSN,538146101,73976844.00,1.33
10/27/2021,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,67577962.56,1.21
10/27/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,66912893.52,1.20
10/27/2021,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,63826728.70,1.15
10/27/2021,ARKW,SEA LTD-ADR,SE,81141R100,59276819.24,1.06
10/27/2021,ARKW,DOCUSIGN INC,DOCU,256163106,58255141.92,1.05
10/27/2021,ARKW,OKTA INC,OKTA,679295105,56920790.29,1.02
10/27/2021,ARKW,SNAP INC - A,SNAP,83304A106,55979072.65,1.01
10/27/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,54829891.65,0.98
10/27/2021,ARKW,VERACYTE INC,VCYT,92337F107,52627408.40,0.95
10/27/2021,ARKW,VUZIX CORP,VUZI,92921W300,52898169.25,0.95
10/27/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,49052458.84,0.88
10/27/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,47598431.60,0.85
10/27/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,43208774.18,0.78
10/27/2021,ARKW,2U INC,TWOU,90214J101,41265403.01,0.74
10/27/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,39242619.76,0.70
10/27/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,31067839.00,0.56
10/27/2021,ARKW,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,8147480.22,0.15
10/27/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,528039.00,0.01
10/27/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,33539.52,0.00
