date,fund,company,ticker,cusip,market value($),weight(%)
10/18/2021,ARKW,TESLA INC,TSLA,88160R101,530726164.38,9.98
10/18/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,379076658.51,7.13
10/18/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,316918969.73,5.96
10/18/2021,ARKW,TWITTER INC,TWTR,90184L102,288607044.50,5.43
10/18/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,269817943.80,5.07
10/18/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,237431874.00,4.46
10/18/2021,ARKW,ROKU INC,ROKU,77543R102,235902759.96,4.44
10/18/2021,ARKW,SQUARE INC - A,SQ,852234103,215436294.00,4.05
10/18/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,205625301.78,3.87
10/18/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,203893967.80,3.83
10/18/2021,ARKW,TWILIO INC - A,TWLO,90138F102,192549003.66,3.62
10/18/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,188886394.72,3.55
10/18/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,173411386.08,3.26
10/18/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,145199106.87,2.73
10/18/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,126904612.20,2.39
10/18/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,126381816.00,2.38
10/18/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,122958503.38,2.31
10/18/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,98296096.92,1.85
10/18/2021,ARKW,SPLUNK INC,SPLK,848637104,92114715.00,1.73
10/18/2021,ARKW,ETSY INC,ETSY,29786A106,79045865.52,1.49
10/18/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,77487201.34,1.46
10/18/2021,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,70269044.78,1.32
10/18/2021,ARKW,PAGERDUTY INC,PD,69553P100,68856350.44,1.29
10/18/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,68825752.56,1.29
10/18/2021,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,62506699.78,1.18
10/18/2021,ARKW,SEA LTD-ADR,SE,81141R100,61337008.00,1.15
10/18/2021,ARKW,OKTA INC,OKTA,679295105,56927349.54,1.07
10/18/2021,ARKW,LIVEPERSON INC,LPSN,538146101,55429950.66,1.04
10/18/2021,ARKW,DOCUSIGN INC,DOCU,256163106,54232458.70,1.02
10/18/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,53091380.88,1.00
10/18/2021,ARKW,SKILLZ INC,SKLZ,83067L109,52284895.38,0.98
10/18/2021,ARKW,VUZIX CORP,VUZI,92921W300,51339541.44,0.97
10/18/2021,ARKW,VERACYTE INC,VCYT,92337F107,51409873.04,0.97
10/18/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,47974341.84,0.90
10/18/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,47027991.01,0.88
10/18/2021,ARKW,2U INC,TWOU,90214J101,45044452.16,0.85
10/18/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,43846237.59,0.82
10/18/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,37415728.00,0.70
10/18/2021,ARKW,SNAP INC - A,SNAP,83304A106,36880352.40,0.69
10/18/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,28974623.37,0.54
10/18/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,11196367.05,0.21
10/18/2021,ARKW,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,7025619.71,0.13
10/18/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,32689.86,0.00
