date,fund,company,ticker,cusip,shares,market value($),weight(%)
6/22/2021,ARKX,TRIMBLE INC,TRMB,896239100,721323.00,56955664.08,9.29
6/22/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1095858.00,41390556.66,6.75
6/22/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,947943.00,38306376.63,6.25
6/22/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1417778.00,37528583.66,6.12
6/22/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,150416.00,33494634.88,5.46
6/22/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,69691.00,26656807.50,4.35
6/22/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4732271.00,24987039.32,4.07
6/22/2021,ARKX,THALES SA,HO,4162791,241827.00,24591110.74,4.01
6/22/2021,ARKX,KOMATSU LTD,6301,6496584,895688.00,22817567.54,3.72
6/22/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5962.00,20592509.52,3.36
6/22/2021,ARKX,BOEING CO/THE,BA,097023105,74056.00,18164455.68,2.96
6/22/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7077.00,17898440.70,2.92
6/22/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,346164.00,17394741.00,2.84
6/22/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,71907.00,16990528.05,2.77
6/22/2021,ARKX,NETFLIX INC,NFLX,64110L106,27365.00,13600405.00,2.22
6/22/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,346259.00,13458034.66,2.19
6/22/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,122036.00,13166464.04,2.15
6/22/2021,ARKX,JD.COM INC-ADR,JD,47215P106,177252.00,12872040.24,2.10
6/22/2021,ARKX,NVIDIA CORP,NVDA,67066G104,16889.00,12448713.01,2.03
6/22/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1190925.00,11909250.00,1.94
6/22/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,166442.00,11537759.44,1.88
6/22/2021,ARKX,TERADYNE INC,TER,880770102,87180.00,11003859.60,1.79
6/22/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,49646.00,10478284.76,1.71
6/22/2021,ARKX,AIRBUS SE,AIR,4012250,69618.00,9369467.79,1.53
6/22/2021,ARKX,DEERE & CO,DE,244199105,27096.00,9155196.48,1.49
6/22/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,801104.00,9028442.08,1.47
6/22/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63838.00,8485985.34,1.38
6/22/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,693861.00,6931671.39,1.13
6/22/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,60521.00,6751117.55,1.10
6/22/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,31092.00,6715872.00,1.10
6/22/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,115421.00,6654020.65,1.09
6/22/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24534.00,6496603.20,1.06
6/22/2021,ARKX,HEICO CORP,HEI,422806109,44790.00,6321660.60,1.03
6/22/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,44236.00,6281954.36,1.02
6/22/2021,ARKX,ANSYS INC,ANSS,03662Q105,17882.00,6023194.06,0.98
6/22/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,75287.00,5721059.13,0.93
6/22/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12260.00,5314710.00,0.87
6/22/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,396460.00,3940812.40,0.64
6/22/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1767726.10,1767726.10,0.29
