FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-11,Buy,BLI,084310101,BERKELEY LIGHTS INC,182146,0.0815
ARKG,2021-08-11,Buy,NTLA,45826J105,INTELLIA THERAPEUTICS INC,43599,0.0769
ARKG,2021-08-11,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,90000,0.0105
ARKG,2021-08-11,Buy,PATH,90364P105,UIPATH INC,22717,0.0171
ARKG,2021-08-11,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,148073,0.0209
ARKG,2021-08-11,Sell,SEER,81578P106,SEER INC,7800,0.0028
ARKG,2021-08-11,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,13326,0.0941
ARKG,2021-08-11,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,45155,0.0017
ARKG,2021-08-11,Sell,PSTG,74624M102,PURE STORAGE INC,131501,0.0299
ARKG,2021-08-11,Sell,NVS,66987V109,NOVARTIS AG,86320,0.0927
ARKG,2021-08-11,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,189804,0.0362
