FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-09-20,Buy,COIN,19260Q107,COINBASE GLOBAL INC,66894,0.0714
ARKK,2021-09-20,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,202238,0.0213
ARKK,2021-09-20,Buy,ROKU,77543R102,ROKU INC,43679,0.0631
ARKK,2021-09-20,Buy,PD,69553P100,PAGERDUTY INC,90130,0.0188
ARKK,2021-09-20,Buy,PATH,90364P105,UIPATH INC,286110,0.0678
ARKK,2021-09-20,Buy,NVTA,46185L103,INVITAE CORP,340808,0.0478
ARKK,2021-09-20,Buy,HOOD,770700102,ROBINHOOD MARKETS INC,342757,0.0639
ARKK,2021-09-20,Buy,DNA,37611X100,GINKGO BIOWORKS HOLDINGS INC,589921,0.0301
ARKK,2021-09-20,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,54479,0.0696
ARKK,2021-09-20,Sell,NTDOY,654445303,NINTENDO CO LTD,42500,0.0116
ARKK,2021-09-20,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,61565,0.0122
ARKK,2021-09-20,Sell,PRLB,743713109,PROTO LABS INC,33400,0.0111
ARKK,2021-09-20,Sell,SE,81141R100,SEA LTD,162374,0.2413
ARKK,2021-09-20,Sell,TER,880770102,TERADYNE INC,89816,0.0475
ARKK,2021-09-20,Sell,TWLO,90138F102,TWILIO INC,134211,0.2073
