date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/23/2021,ARKX,TRIMBLE INC,TRMB,896239100,669298.00,60631705.82,10.39
8/23/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1073826.00,40257736.74,6.90
8/23/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,891966.00,35705398.98,6.12
8/23/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,147392.00,34068186.88,5.84
8/23/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1498847.00,32929668.59,5.64
8/23/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,77911.00,27827471.87,4.77
8/23/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,223081.00,27403270.04,4.70
8/23/2021,ARKX,THALES SA,HO,4162791,236955.00,23265136.57,3.99
8/23/2021,ARKX,KOMATSU LTD,6301,6496584,877688.00,20783875.71,3.56
8/23/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,6933.00,19195674.42,3.29
8/23/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,318447.00,17898948.43,3.07
8/23/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5388.00,17241330.60,2.95
8/23/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,168154.00,16733004.54,2.87
8/23/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,267134.00,16231061.84,2.78
8/23/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4789823.00,15400075.23,2.64
8/23/2021,ARKX,BOEING CO/THE,BA,097023105,72568.00,15433036.56,2.64
8/23/2021,ARKX,NETFLIX INC,NFLX,64110L106,26894.00,14707790.72,2.52
8/23/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,339197.00,13055692.53,2.24
8/23/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1166973.00,11588041.89,1.99
8/23/2021,ARKX,TERADYNE INC,TER,880770102,85428.00,9701203.68,1.66
8/23/2021,ARKX,DEERE & CO,DE,244199105,26544.00,9328357.92,1.60
8/23/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1276772.00,9231061.56,1.58
8/23/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,62554.00,9085968.50,1.56
8/23/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24042.00,7618428.96,1.31
8/23/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,300307.00,7210371.07,1.24
8/23/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,705282.00,6996397.44,1.20
8/23/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,30463.00,6936425.10,1.19
8/23/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,39567.00,6743403.81,1.16
8/23/2021,ARKX,ANSYS INC,ANSS,03662Q105,17522.00,6346818.84,1.09
8/23/2021,ARKX,AIRBUS SE,AIR,4012250,46100.00,5960220.94,1.02
8/23/2021,ARKX,NVIDIA CORP,NVDA,67066G104,27178.00,5657372.48,0.97
8/23/2021,ARKX,HEICO CORP,HEI,422806109,43890.00,5586319.20,0.96
8/23/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12008.00,5409123.68,0.93
8/23/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,5152198.81,5152198.81,0.88
8/23/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,203063.00,5040607.89,0.86
8/23/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,581139.00,4631677.83,0.79
8/23/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,388478.00,3865356.10,0.66
8/23/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,17363.00,2742659.48,0.47
