FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-23,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,25401,0.0033
ARKG,2021-08-23,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,114476,0.0124
ARKG,2021-08-23,Buy,QSI,74765K105,QUANTUM-SI INC,91549,0.0098
ARKG,2021-08-23,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,382143,0.0481
ARKG,2021-08-23,Buy,PFE,717081103,PFIZER INC,165982,0.1049
ARKG,2021-08-23,Buy,MASS,65443P102,908 DEVICES INC,3200,0.0013
ARKG,2021-08-23,Buy,FATE,31189P102,FATE THERAPEUTICS INC,55219,0.0489
ARKG,2021-08-23,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,1100,0.0001
ARKG,2021-08-23,Sell,RHHBY,771195104,ROCHE HOLDING AG,255342,0.1627
ARKG,2021-08-23,Sell,SEER,81578P106,SEER INC,117358,0.051
ARKG,2021-08-23,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,12848,0.0005
