date,fund,company,ticker,cusip,market value($),weight(%)
10/21/2021,ARKQ,TESLA INC,TSLA,88160R101,293271568.20,11.30
10/21/2021,ARKQ,TRIMBLE INC,TRMB,896239100,182453309.93,7.03
10/21/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,180003710.25,6.93
10/21/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,167693551.30,6.46
10/21/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,165108493.20,6.36
10/21/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,120382150.70,4.64
10/21/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,106219963.59,4.09
10/21/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,97804631.16,3.77
10/21/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,94786145.27,3.65
10/21/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,88108309.80,3.39
10/21/2021,ARKQ,DEERE & CO,DE,244199105,78918533.05,3.04
10/21/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,68057172.75,2.62
10/21/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,65066203.80,2.51
10/21/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,64794716.64,2.50
10/21/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,61363857.06,2.36
10/21/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,60477953.90,2.33
10/21/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,58750988.46,2.26
10/21/2021,ARKQ,TERADYNE INC,TER,880770102,55343780.70,2.13
10/21/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,55125588.42,2.12
10/21/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,51121170.00,1.97
10/21/2021,ARKQ,CATERPILLAR INC,CAT,149123101,43789566.45,1.69
10/21/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,41844285.60,1.61
10/21/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,36481343.72,1.41
10/21/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,33724426.50,1.30
10/21/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,31466015.56,1.21
10/21/2021,ARKQ,VELO3D INC,VLD,92259N104,31481786.70,1.21
10/21/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,30685995.84,1.18
10/21/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,30139233.57,1.16
10/21/2021,ARKQ,2U INC,TWOU,90214J101,28211477.56,1.09
10/21/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,27578486.00,1.06
10/21/2021,ARKQ,PROTO LABS INC,PRLB,743713109,27299719.26,1.05
10/21/2021,ARKQ,ANSYS INC,ANSS,03662Q105,26424062.90,1.02
10/21/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,25390286.18,0.98
10/21/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,25065007.20,0.97
10/21/2021,ARKQ,VUZIX CORP,VUZI,92921W300,24931112.75,0.96
10/21/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,15667907.79,0.60
10/21/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,843934.05,0.03
