date,fund,company,ticker,cusip,market value($),weight(%)
10/21/2021,ARKX,TRIMBLE INC,TRMB,896239100,51697424.39,9.41
10/21/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,43049582.02,7.84
10/21/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,34148409.75,6.22
10/21/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,33267601.36,6.06
10/21/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,31340072.85,5.71
10/21/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,29467576.21,5.36
10/21/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,28306574.92,5.15
10/21/2021,ARKX,KOMATSU LTD,6301,6496584,25036937.56,4.56
10/21/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,21287109.38,3.88
10/21/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,19158579.00,3.49
10/21/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,18444336.90,3.36
10/21/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,18082011.99,3.29
10/21/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,16011145.60,2.91
10/21/2021,ARKX,AMAZON.COM INC,AMZN,023135106,15750256.72,2.87
10/21/2021,ARKX,NETFLIX INC,NFLX,64110L106,15604744.68,2.84
10/21/2021,ARKX,THALES SA,HO,4162791,13245341.26,2.41
10/21/2021,ARKX,DEERE & CO,DE,244199105,11099741.10,2.02
10/21/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,9845788.05,1.79
10/21/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,9768741.56,1.78
10/21/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,9690565.28,1.76
10/21/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,9521866.90,1.73
10/21/2021,ARKX,TERADYNE INC,TER,880770102,9272848.55,1.69
10/21/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,8447730.00,1.54
10/21/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,7512955.92,1.37
10/21/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,6787317.27,1.24
10/21/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,6750574.18,1.23
10/21/2021,ARKX,VELO3D INC,VLD,92259N104,6298765.20,1.15
10/21/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,6323421.00,1.15
10/21/2021,ARKX,ANSYS INC,ANSS,03662Q105,5946200.30,1.08
10/21/2021,ARKX,HEICO CORP,HEI,422806109,5776266.60,1.05
10/21/2021,ARKX,AIRBUS SE,AIR,4012250,5591401.71,1.02
10/21/2021,ARKX,SYNOPSYS INC,SNPS,871607107,5400729.00,0.98
10/21/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,4890767.08,0.89
10/21/2021,ARKX,BOEING CO/THE,BA,097023105,3741254.19,0.68
10/21/2021,ARKX,NVIDIA CORP,NVDA,67066G104,1699941.73,0.31
10/21/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1050757.31,0.19
