FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-24,Buy,BLI,084310101,BERKELEY LIGHTS INC,15000,0.008
ARKG,2021-05-24,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,24793,0.0082
ARKG,2021-05-24,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,14705,0.0062
ARKG,2021-05-24,Buy,MASS,65443P102,908 DEVICES INC,12436,0.0059
ARKG,2021-05-24,Buy,DRNA,253031108,DICERNA PHARMACEUTICALS INC,70635,0.0266
ARKG,2021-05-24,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,10159,0.0016
ARKG,2021-05-24,Buy,CDXS,192005106,CODEXIS INC,51195,0.0126
ARKG,2021-05-24,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,64459,0.0071
ARKG,2021-05-24,Sell,GH,40131M109,GUARDANT HEALTH INC,152200,0.2352
ARKG,2021-05-24,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,600,0
