date,fund,company,ticker,cusip,shares,market value($),weight(%)
3/31/2021,IZRL,E & M COMPUTING,EMCO,6302216,1213008.00,8706817.04,2.58
3/31/2021,IZRL,INTERCURE LTD,INCR,B23SD94,5139550.00,8490793.94,2.52
3/31/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,451724.00,7796756.24,2.31
3/31/2021,IZRL,CAMTEK LTD,CAMT,M20791105,257883.00,7292931.24,2.16
3/31/2021,IZRL,INMODE LTD,INMD,M5425M103,101962.00,7229105.80,2.14
3/31/2021,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,B536CY7,158105.00,6873615.17,2.04
3/31/2021,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,318892.00,6776455.00,2.01
3/31/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,40911.00,6750115.67,2.00
3/31/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,579065.00,6705572.70,1.99
3/31/2021,IZRL,ALLOT LTD,ALLT,M0854Q105,431153.00,6682871.50,1.98
3/31/2021,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,655093.00,6590235.58,1.95
3/31/2021,IZRL,NOVA MEASURING INSTRUMENTS,NVMI,M7516K103,75210.00,6547030.50,1.94
3/31/2021,IZRL,MATRIX IT LTD,MTRX,6747754,266444.00,6496432.38,1.93
3/31/2021,IZRL,HILAN LTD,HLAN,6267230,133407.00,6503853.74,1.93
3/31/2021,IZRL,WIX.COM LTD,WIX,M98068105,24114.00,6438196.86,1.91
3/31/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,5896764.00,6398437.57,1.90
3/31/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,219895.00,6360983.31,1.89
3/31/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,48615.00,6388712.84,1.89
3/31/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,45414.00,6341143.78,1.88
