date,fund,company,ticker,cusip,market value($),weight(%)
10/07/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,498520560.62,7.35
10/07/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,356885884.18,5.26
10/07/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,333536822.85,4.92
10/07/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,279760274.20,4.12
10/07/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,274576152.50,4.05
10/07/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,269781130.08,3.98
10/07/2021,ARKG,CAREDX INC,CDNA,14167L103,213233813.55,3.14
10/07/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,209881452.05,3.09
10/07/2021,ARKG,ACCOLADE INC,ACCD,00437E102,206775770.30,3.05
10/07/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,204770399.25,3.02
10/07/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,191479633.29,2.82
10/07/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,187192988.01,2.76
10/07/2021,ARKG,INCYTE CORP,INCY,45337C102,186402766.56,2.75
10/07/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,186010993.84,2.74
10/07/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,180710636.82,2.66
10/07/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,180104106.69,2.65
10/07/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,164224922.53,2.42
10/07/2021,ARKG,INVITAE CORP,NVTA,46185L103,155228836.50,2.29
10/07/2021,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,155328740.00,2.29
10/07/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,149486454.00,2.20
10/07/2021,ARKG,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,148460489.88,2.19
10/07/2021,ARKG,UIPATH INC - CLASS A,PATH,90364P105,148465629.48,2.19
10/07/2021,ARKG,CODEXIS INC,CDXS,192005106,135154650.93,1.99
10/07/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,129820607.20,1.91
10/07/2021,ARKG,SCHRODINGER INC,SDGR,80810D103,112406327.67,1.66
10/07/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,105850670.00,1.56
10/07/2021,ARKG,PERSONALIS INC,PSNL,71535D106,93374706.92,1.38
10/07/2021,ARKG,PFIZER INC,PFE,717081103,91826348.02,1.35
10/07/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,90325244.52,1.33
10/07/2021,ARKG,908 DEVICES INC,MASS,65443P102,88043887.62,1.30
10/07/2021,ARKG,QUANTUM-SI INC,QSI,74765K105,87967504.00,1.30
10/07/2021,ARKG,VERACYTE INC,VCYT,92337F107,86688923.72,1.28
10/07/2021,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,75913615.26,1.12
10/07/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,72879439.59,1.07
10/07/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,70816249.24,1.04
10/07/2021,ARKG,1LIFE HEALTHCARE INC,ONEM,68269G107,70248931.02,1.04
10/07/2021,ARKG,SEMA4 HOLDINGS CORP,SMFR,81663L101,60785138.84,0.90
10/07/2021,ARKG,VERVE THERAPEUTICS INC,VERV,92539P101,60242790.79,0.89
10/07/2021,ARKG,SOMALOGIC INC,SLGC,83444K105,57075970.36,0.84
10/07/2021,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,47275990.09,0.70
10/07/2021,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,46885733.16,0.69
10/07/2021,ARKG,ZYMERGEN INC,ZY,98985X100,43528323.20,0.64
10/07/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,42843526.74,0.63
10/07/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,38160830.56,0.56
10/07/2021,ARKG,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,37871672.94,0.56
10/07/2021,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,38230353.43,0.56
10/07/2021,ARKG,CERUS CORP,CERS,157085101,31744947.15,0.47
10/07/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,23154186.38,0.34
10/07/2021,ARKG,DYNAMICS SPECIAL PURPOSE C-A,DYNS,268010105,22793620.48,0.34
10/07/2021,ARKG,COMPUGEN LTD,CGEN,M25722105,22338237.50,0.33
10/07/2021,ARKG,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,10717387.50,0.16
10/07/2021,ARKG,EVOGENE LTD,EVGN,M4119S104,7222237.53,0.11
10/07/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,1604287.44,0.02
10/07/2021,ARKG,CARIBOU BIOSCIENCES INC,CRBU,142038108,2218.56,0.00
10/07/2021,ARKG,CM LIFE SCIENCES II -CW27,SLGCW,83444K113,0.00,0.00
