date,fund,company,ticker,cusip,market value($),weight(%)
10/07/2021,ARKQ,TESLA INC,TSLA,88160R101,269595537.75,10.97
10/07/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,175293775.02,7.13
10/07/2021,ARKQ,TRIMBLE INC,TRMB,896239100,174018642.88,7.08
10/07/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,167784273.68,6.83
10/07/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,152448118.80,6.20
10/07/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,109208102.02,4.44
10/07/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,92966793.73,3.78
10/07/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,90826307.91,3.69
10/07/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,89964925.51,3.66
10/07/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,81360648.80,3.31
10/07/2021,ARKQ,DEERE & CO,DE,244199105,78238418.40,3.18
10/07/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,66531859.20,2.71
10/07/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,63941034.08,2.60
10/07/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,60184778.22,2.45
10/07/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,59936455.32,2.44
10/07/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,54496877.20,2.22
10/07/2021,ARKQ,TERADYNE INC,TER,880770102,51991474.00,2.12
10/07/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,51464662.48,2.09
10/07/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,48704135.76,1.98
10/07/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,46263070.72,1.88
10/07/2021,ARKQ,CATERPILLAR INC,CAT,149123101,41472457.60,1.69
10/07/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,40268305.44,1.64
10/07/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,34811335.20,1.42
10/07/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,33812256.79,1.38
10/07/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,30938056.08,1.26
10/07/2021,ARKQ,2U INC,TWOU,90214J101,27388075.19,1.11
10/07/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,26799444.18,1.09
10/07/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,25953678.99,1.06
10/07/2021,ARKQ,PROTO LABS INC,PRLB,743713109,25684472.10,1.04
10/07/2021,ARKQ,ANSYS INC,ANSS,03662Q105,25101737.01,1.02
10/07/2021,ARKQ,VELO3D INC,VLD,92259N104,24980934.80,1.02
10/07/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,24902454.06,1.01
10/07/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24915901.32,1.01
10/07/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,24071813.48,0.98
10/07/2021,ARKQ,VUZIX CORP,VUZI,92921W300,23518758.15,0.96
10/07/2021,ARKQ,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,19069026.64,0.78
10/07/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,17959366.95,0.73
10/07/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,892173.60,0.04
10/07/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,448805.90,0.02
