date,fund,company,ticker,cusip,market value($),weight(%)
10/07/2021,PRNT,EXONE CO/THE,XONE,302104104,24213253.68,5.33
10/07/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,21431403.82,4.72
10/07/2021,PRNT,BICO GROUP AB,BICO,BKMFJ94,19255288.17,4.24
10/07/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,19096579.67,4.20
10/07/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,18871392.46,4.15
10/07/2021,PRNT,CONFORMIS INC,CFMS,20717E101,18626106.88,4.10
10/07/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,18504259.71,4.07
10/07/2021,PRNT,MICROSOFT CORP,MSFT,594918104,18465343.78,4.06
10/07/2021,PRNT,HP INC,HPQ,40434L105,18015744.00,3.96
10/07/2021,PRNT,TRIMBLE INC,TRMB,896239100,17940601.32,3.95
10/07/2021,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,17828986.16,3.92
10/07/2021,PRNT,ANSYS INC,ANSS,03662Q105,17671945.41,3.89
10/07/2021,PRNT,AUTODESK INC,ADSK,052769106,16867413.42,3.71
10/07/2021,PRNT,RENISHAW PLC,RSW,0732358,15915493.42,3.50
10/07/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,15180347.17,3.34
10/07/2021,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,15143893.68,3.33
10/07/2021,PRNT,PTC INC,PTC,69370C100,15154086.03,3.33
10/07/2021,PRNT,PROTO LABS INC,PRLB,743713109,14473309.55,3.19
10/07/2021,PRNT,STRATASYS LTD,SSYS,M85548101,14388230.12,3.17
10/07/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,13324274.92,2.93
10/07/2021,PRNT,XOMETRY INC-A,XMTR,98423F109,13259313.41,2.92
10/07/2021,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,6180524.35,1.36
10/07/2021,PRNT,GENERAL ELECTRIC CO,GE,369604301,5805860.17,1.28
10/07/2021,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,5772983.98,1.27
10/07/2021,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,5640800.88,1.24
10/07/2021,PRNT,AMETEK INC,AME,031100100,5608242.25,1.23
10/07/2021,PRNT,SIEMENS AG-REG,SIE,5727973,5590142.15,1.23
10/07/2021,PRNT,MOOG INC-CLASS A,MOG/A,615394202,5513729.28,1.21
10/07/2021,PRNT,MICHELIN (CGDE),ML,4588364,5316406.38,1.17
10/07/2021,PRNT,KAISER ALUMINUM CORP,KALU,483007704,5322525.22,1.17
10/07/2021,PRNT,ARCONIC CORP,ARNC,03966V107,5173893.52,1.14
10/07/2021,PRNT,EXCO TECHNOLOGIES LTD,XTC,2325392,5191355.75,1.14
10/07/2021,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,5119221.93,1.13
10/07/2021,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,5153060.97,1.13
10/07/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,5057754.00,1.11
10/07/2021,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,4825774.20,1.06
10/07/2021,PRNT,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,793566.29,0.17
10/07/2021,PRNT,HEXCEL CORP,HXL,428291108,551640.48,0.12
10/07/2021,PRNT,TORAY INDUSTRIES INC,3402,6897143,526134.75,0.12
10/07/2021,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,551429.79,0.12
10/07/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,525160.15,0.12
10/07/2021,PRNT,EASTMAN KODAK CO,KODK,277461406,479255.04,0.11
10/07/2021,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,477829.92,0.11
10/07/2021,PRNT,5N PLUS INC,VNP,B2B3VZ3,517115.45,0.11
10/07/2021,PRNT,SGL CARBON SE,SGL,4818351,485617.79,0.11
10/07/2021,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,482601.60,0.11
10/07/2021,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,454022.72,0.10
10/07/2021,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,466054.60,0.10
10/07/2021,PRNT,VOESTALPINE AG,VOE,4943402,444156.25,0.10
10/07/2021,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,467934.88,0.10
10/07/2021,PRNT,3M CO,MMM,88579Y101,466872.80,0.10
10/07/2021,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,471708.27,0.10
10/07/2021,PRNT,SANDVIK AB,SAND,B1VQ252,448499.07,0.10
10/07/2021,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,470200.77,0.10
10/07/2021,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,425745.60,0.09
10/07/2021,PRNT,GREAT BRITISH POUND,,GBP,0.33,0.00
