date,fund,company,ticker,cusip,shares,market value($),weight(%)
4/9/2021,IZRL,INTERCURE LTD,INCR,B23SD94,1138931.86,9891230.94,2.84
4/9/2021,IZRL,CAMTEK LTD,CAMT,M20791105,254271.00,8454510.75,2.42
4/9/2021,IZRL,E & M COMPUTING,EMCO,6302216,1196016.00,8273144.06,2.37
4/9/2021,IZRL,ALLOT LTD,ALLT,M0854Q105,425117.00,8230265.12,2.36
4/9/2021,IZRL,INMODE LTD,INMD,M5425M103,100534.00,8113093.80,2.33
4/9/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,445400.00,8106280.00,2.32
4/9/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,570953.00,8033308.71,2.30
4/9/2021,IZRL,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,7945480.21,7945480.21,2.28
4/9/2021,IZRL,NOVA MEASURING INSTRUMENTS,NVMI,M7516K103,74160.00,7245432.00,2.08
4/9/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,40341.00,7201181.66,2.06
4/9/2021,IZRL,WIX.COM LTD,WIX,M98068105,23778.00,7168115.88,2.06
4/9/2021,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,B536CY7,155891.00,7125577.07,2.04
4/9/2021,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,314428.00,6926848.84,1.99
4/9/2021,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,645919.00,6840282.21,1.96
4/9/2021,IZRL,MATRIX IT LTD,MTRX,6747754,262712.00,6779845.29,1.94
4/9/2021,IZRL,HILAN LTD,HLAN,6267230,131541.00,6746103.42,1.93
4/9/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,216817.00,6540220.57,1.88
4/9/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,44778.00,6488180.95,1.86
4/9/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,47937.00,6320704.49,1.81
4/9/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,5814138.00,6319695.96,1.81
4/9/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,60218.00,6296394.08,1.81
4/9/2021,IZRL,SILICOM LTD,SILC,M84116108,135945.00,6190935.30,1.77
4/9/2021,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,56113.00,6083831.43,1.74
4/9/2021,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,1286614.00,6037772.34,1.73
4/9/2021,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,274464.00,5960736.00,1.71
4/9/2021,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,194163.00,5813240.22,1.67
4/9/2021,IZRL,RADWARE LTD,RDWR,M81873107,215712.00,5787552.96,1.66
4/9/2021,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,180385.00,5802985.45,1.66
4/9/2021,IZRL,AUDIOCODES LTD,AUDC,M15342104,187137.00,5707678.50,1.64
4/9/2021,IZRL,ARAD LTD,ARD,B0G7VP6,390216.00,5687392.40,1.63
4/9/2021,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,77529.00,5658066.42,1.62
4/9/2021,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,24371.00,5583396.10,1.60
4/9/2021,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,287784.00,5588765.28,1.60
4/9/2021,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,119195.00,5546318.62,1.59
4/9/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,47302.00,5466219.12,1.57
4/9/2021,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,492842.00,5416333.58,1.55
4/9/2021,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,M4130Y106,469742.00,5392638.16,1.55
4/9/2021,IZRL,GAMIDA CELL LTD,GMDA,M47364100,660934.00,5340346.72,1.53
4/9/2021,IZRL,ITAMAR MEDICAL LTD,ITMR,B1VJHY5,6616505.00,5328850.65,1.53
4/9/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,4115720.00,5351508.31,1.53
4/9/2021,IZRL,DARIOHEALTH CORP,DRIO,23725P209,267815.00,5305415.15,1.52
4/9/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,854228.00,5276370.59,1.51
4/9/2021,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,326503.00,5236345.40,1.50
4/9/2021,IZRL,POLYPID LTD,PYPD,M8001Q118,569653.00,5206628.42,1.49
4/9/2021,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,764832.00,5132022.72,1.47
4/9/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,22192.00,5142108.32,1.47
4/9/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,36495.00,4906752.75,1.41
4/9/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,18181.00,4765058.29,1.37
4/9/2021,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,1314253.00,4677669.78,1.34
4/9/2021,IZRL,AUGWIND ENERGY TECH STORAGE,BIMCM,B290CJ7,190904.00,4592772.17,1.32
4/9/2021,IZRL,JFROG LTD,FROG,M6191J100,89788.00,4447199.64,1.28
4/9/2021,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,1144948.00,4430948.76,1.27
4/9/2021,IZRL,EVOGENE LTD,EVGN,B289530,929744.00,4388565.07,1.26
4/9/2021,IZRL,ROBOGROUP T.E.K LTD,ROBO,6302722,2636701.00,4193299.87,1.20
4/9/2021,IZRL,STRATASYS LTD,SSYS,M85548101,157807.00,3787368.00,1.09
4/9/2021,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,92739.00,3716979.12,1.07
4/9/2021,IZRL,COMPUGEN LTD,CGEN,M25722105,435037.00,3663011.54,1.05
4/9/2021,IZRL,NANO DIMENSION LTD - ADR,NNDM,63008G203,457457.00,3627634.01,1.04
4/9/2021,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,725501.00,3467894.78,0.99
4/9/2021,IZRL,BIONDVAX PHARMACEUTICALS-ADR,BVXV,09073Q105,9646.00,34822.06,0.01
