date,fund,company,ticker,cusip,shares,market value($),weight(%)
3/15/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,446369.00,9146100.81,2.58
3/15/2021,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,647328.00,8648302.08,2.44
3/15/2021,IZRL,INTERCURE LTD,INCR,B23SD94,5078615.00,8415033.57,2.37
3/15/2021,IZRL,E & M COMPUTING,EMCO,6302216,1198628.00,8179642.07,2.31
3/15/2021,IZRL,CAMTEK LTD,CAMT,M20791105,254828.00,8103530.40,2.29
3/15/2021,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,315112.00,7433492.08,2.10
3/15/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,572200.00,7409990.00,2.09
3/15/2021,IZRL,INMODE LTD,INMD,M5425M103,100757.00,7365336.70,2.08
3/15/2021,IZRL,WIX.COM LTD,WIX,M98068105,23829.00,7153942.38,2.02
3/15/2021,IZRL,ALLOT LTD,ALLT,M0854Q105,426043.00,6786864.99,1.91
3/15/2021,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,M4130Y106,470769.00,6779073.60,1.91
3/15/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,40426.00,6720318.02,1.90
3/15/2021,IZRL,SILICOM LTD,SILC,M84116108,136241.00,6683983.46,1.89
3/15/2021,IZRL,HILAN LTD,HLAN,6267230,131827.00,6411606.66,1.81
3/15/2021,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,B536CY7,156235.00,6398927.89,1.80
3/15/2021,IZRL,MATRIX IT LTD,MTRX,6747754,263289.00,6382907.80,1.80
3/15/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,60350.00,6332525.50,1.79
3/15/2021,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,1289426.00,6333450.20,1.79
3/15/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,48040.00,6275994.04,1.77
3/15/2021,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,56235.00,6198373.76,1.75
3/15/2021,IZRL,NOVA MEASURING INSTRUMENTS,NVMI,M7516K103,74320.00,6217611.20,1.75
3/15/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,44879.00,6149567.09,1.73
3/15/2021,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,77697.00,6111646.02,1.72
3/15/2021,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,766503.00,6055373.70,1.71
3/15/2021,IZRL,POLYPID LTD,PYPD,M8001Q118,570902.00,5994471.00,1.69
3/15/2021,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,24423.00,5956281.24,1.68
3/15/2021,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,275064.00,5969225.53,1.68
3/15/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,21729.00,5954853.86,1.68
3/15/2021,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,180782.00,5911571.40,1.67
3/15/2021,IZRL,GAMIDA CELL LTD,GMDA,M47364100,662379.00,5934915.84,1.67
3/15/2021,IZRL,HAMLET (ISRAEL-CANADA) LTD,HAML,6443858,315106.00,5803822.55,1.64
3/15/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,4124718.00,5763711.29,1.63
3/15/2021,IZRL,RADWARE LTD,RDWR,M81873107,216182.00,5741793.92,1.62
3/15/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,5826854.00,5674977.29,1.60
3/15/2021,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,194587.00,5674156.92,1.60
3/15/2021,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,288410.00,5649951.90,1.59
3/15/2021,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,119457.00,5651682.61,1.59
3/15/2021,IZRL,ARAD LTD,ARD,B0G7VP6,391070.00,5552980.83,1.57
3/15/2021,IZRL,AUDIOCODES LTD,AUDC,M15342104,187545.00,5508196.65,1.55
3/15/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,47409.00,5459146.35,1.54
3/15/2021,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,327216.00,5476018.47,1.54
3/15/2021,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,493919.00,5329386.01,1.50
3/15/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,36576.00,5313395.52,1.50
3/15/2021,IZRL,ITAMAR MEDICAL LTD,ITMR,B1VJHY5,6630977.00,5327866.36,1.50
3/15/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,18224.00,5311931.52,1.50
3/15/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,856096.00,5282681.19,1.49
3/15/2021,IZRL,EVOGENE LTD,EVGN,B289530,931781.00,5180068.74,1.46
3/15/2021,IZRL,NANO DIMENSION LTD - ADR,NNDM,63008G203,458455.00,5185126.05,1.46
3/15/2021,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,1147449.00,5094673.56,1.44
3/15/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,22239.00,5090507.10,1.44
3/15/2021,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,1317125.00,5021698.97,1.42
3/15/2021,IZRL,DARIOHEALTH CORP,DRIO,23725P209,268399.00,5016377.31,1.41
3/15/2021,IZRL,AUGWIND ENERGY TECH STORAGE,BIMCM,B290CJ7,191321.00,4695230.70,1.32
3/15/2021,IZRL,ROBOGROUP T.E.K LTD,ROBO,6302722,2642466.00,4652198.05,1.31
3/15/2021,IZRL,STRATASYS LTD,SSYS,M85548101,160045.00,4535675.30,1.28
3/15/2021,IZRL,JFROG LTD,FROG,M6191J100,89985.00,4491151.35,1.27
3/15/2021,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,92938.00,4086483.86,1.15
3/15/2021,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,735809.00,3995442.87,1.13
3/15/2021,IZRL,COMPUGEN LTD,CGEN,M25722105,441217.00,3926831.30,1.11
3/15/2021,IZRL,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,1584303.35,1584303.35,0.45
3/15/2021,IZRL,BIONDVAX PHARMACEUTICALS-ADR,BVXV,09073Q105,9663.00,40971.12,0.01
