FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-27,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,1000,0.0004
ARKG,2021-08-27,Buy,QSI,74765K105,QUANTUM-SI INC,1818,0.0002
ARKG,2021-08-27,Buy,PSNL,71535D106,PERSONALIS INC,5444,0.0013
ARKG,2021-08-27,Buy,PFE,717081103,PFIZER INC,351289,0.2019
ARKG,2021-08-27,Buy,FATE,31189P102,FATE THERAPEUTICS INC,57841,0.0509
ARKG,2021-08-27,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,49500,0.006
ARKG,2021-08-27,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,7501,0.003
ARKG,2021-08-27,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,707095,0.0539
ARKG,2021-08-27,Sell,CLLS,15117K103,CELLECTIS SA,4911,0.0009
ARKG,2021-08-27,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,36393,0.0013
ARKG,2021-08-27,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,90757,0.0741
ARKG,2021-08-27,Sell,RHHBY,771195104,ROCHE HOLDING AG,202400,0.1236
