date,fund,company,ticker,cusip,shares,market value($),weight(%)
6/16/2021,ARKK,TESLA INC,TSLA,88160R101,3468894.00,2079116307.84,9.58
6/16/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8539746.00,1301713482.78,6.00
6/16/2021,ARKK,ROKU INC,ROKU,77543R102,3479969.00,1182771863.72,5.45
6/16/2021,ARKK,SQUARE INC - A,SQ,852234103,4417994.00,1006198133.50,4.64
6/16/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2779676.00,997903684.00,4.60
6/16/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,721164.00,952715337.12,4.39
6/16/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3296434.00,800242317.84,3.69
6/16/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,3344244.00,776566899.24,3.58
6/16/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2291533.00,768809321.50,3.54
6/16/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7662070.00,751572446.30,3.46
6/16/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5670707.00,695058556.99,3.20
6/16/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6323831.00,691068251.68,3.19
6/16/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4895894.00,605230416.28,2.79
6/16/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22278426.00,543816378.66,2.51
6/16/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2102679.00,526679035.92,2.43
6/16/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2672917.00,508362084.23,2.34
6/16/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,8670841.00,420622496.91,1.94
6/16/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4661926.00,413279739.90,1.91
6/16/2021,ARKK,INVITAE CORP,NVTA,46185L103,13371501.00,407964495.51,1.88
6/16/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4556948.00,403107620.08,1.86
6/16/2021,ARKK,TWITTER INC,TWTR,90184L102,6516185.00,392469822.55,1.81
6/16/2021,ARKK,SEA LTD-ADR,SE,81141R100,1367695.00,370905207.05,1.71
6/16/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,4968633.00,347804310.00,1.60
6/16/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8239889.00,325475615.50,1.50
6/16/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3338449.00,289743988.71,1.34
6/16/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15273899.00,286996562.21,1.32
6/16/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3752057.00,274763134.11,1.27
6/16/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10907732.00,258295093.76,1.19
6/16/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4552981.00,252827034.93,1.17
6/16/2021,ARKK,TERADYNE INC,TER,880770102,1911341.00,249066845.71,1.15
6/16/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2278349.00,247588185.83,1.14
6/16/2021,ARKK,PAGERDUTY INC,PD,69553P100,5533397.00,224821920.11,1.04
6/16/2021,ARKK,2U INC,TWOU,90214J101,5816111.00,224211079.05,1.03
6/16/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2812563.00,215639205.21,0.99
6/16/2021,ARKK,PROTO LABS INC,PRLB,743713109,2245036.00,190536205.32,0.88
6/16/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6293675.00,176348773.50,0.81
6/16/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4805528.00,168674032.80,0.78
6/16/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3486403.00,161943419.35,0.75
6/16/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,7256467.00,139686989.75,0.64
6/16/2021,ARKK,VERACYTE INC,VCYT,92337F107,3495583.00,127414000.35,0.59
6/16/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2613676.00,124567798.16,0.57
6/16/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5803570.00,116419614.20,0.54
6/16/2021,ARKK,TRIMBLE INC,TRMB,896239100,1406824.00,109999568.56,0.51
6/16/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1885951.00,111497423.12,0.51
6/16/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4675058.00,100513747.00,0.46
6/16/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,4164419.00,93741071.69,0.43
6/16/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,977286.00,91776928.26,0.42
6/16/2021,ARKK,CERUS CORP,CERS,157085101,13763838.00,79830260.40,0.37
6/16/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,7241269.00,59016342.35,0.27
6/16/2021,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,37940140.34,37940140.34,0.17
6/16/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,93171.00,10625220.84,0.05
