date,fund,company,ticker,cusip,market value($),weight(%)
10/08/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,526673132.40,7.64
10/08/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,370993147.50,5.38
10/08/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,356962550.76,5.18
10/08/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,283218723.92,4.11
10/08/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,269871582.40,3.92
10/08/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,265909313.79,3.86
10/08/2021,ARKG,CAREDX INC,CDNA,14167L103,222794709.39,3.23
10/08/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,218156991.42,3.17
10/08/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,208831680.00,3.03
10/08/2021,ARKG,ACCOLADE INC,ACCD,00437E102,205790355.54,2.99
10/08/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,198889589.58,2.89
10/08/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,187878524.46,2.73
10/08/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,187735527.48,2.72
10/08/2021,ARKG,INCYTE CORP,INCY,45337C102,185823047.15,2.70
10/08/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,182918880.00,2.65
10/08/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,181803922.86,2.64
10/08/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,171485311.71,2.49
10/08/2021,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,159770978.37,2.32
10/08/2021,ARKG,INVITAE CORP,NVTA,46185L103,157940635.54,2.29
10/08/2021,ARKG,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,157209299.28,2.28
10/08/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,151832945.20,2.20
10/08/2021,ARKG,UIPATH INC - CLASS A,PATH,90364P105,151278571.20,2.20
10/08/2021,ARKG,CODEXIS INC,CDXS,192005106,146952862.76,2.13
10/08/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,131818651.54,1.91
10/08/2021,ARKG,SCHRODINGER INC,SDGR,80810D103,111589405.80,1.62
10/08/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,107412777.20,1.56
10/08/2021,ARKG,PERSONALIS INC,PSNL,71535D106,97996809.92,1.42
10/08/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,95688364.96,1.39
10/08/2021,ARKG,PFIZER INC,PFE,717081103,93350400.04,1.35
10/08/2021,ARKG,QUANTUM-SI INC,QSI,74765K105,92403499.92,1.34
10/08/2021,ARKG,908 DEVICES INC,MASS,65443P102,91043099.70,1.32
10/08/2021,ARKG,VERACYTE INC,VCYT,92337F107,87339607.74,1.27
10/08/2021,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,77077836.80,1.12
10/08/2021,ARKG,1LIFE HEALTHCARE INC,ONEM,68269G107,73146143.22,1.06
10/08/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,71810134.40,1.04
10/08/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,63987814.20,0.93
10/08/2021,ARKG,SOMALOGIC INC,SLGC,83444K105,63824908.29,0.93
10/08/2021,ARKG,VERVE THERAPEUTICS INC,VERV,92539P101,57876426.68,0.84
10/08/2021,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,51109800.00,0.74
10/08/2021,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,48720914.82,0.71
10/08/2021,ARKG,ZYMERGEN INC,ZY,98985X100,43468065.90,0.63
10/08/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,42333117.80,0.61
10/08/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,39523578.30,0.57
10/08/2021,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,39261080.60,0.57
10/08/2021,ARKG,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,38092440.12,0.55
10/08/2021,ARKG,CERUS CORP,CERS,157085101,31884465.60,0.46
10/08/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,23203333.44,0.34
10/08/2021,ARKG,COMPUGEN LTD,CGEN,M25722105,23112321.63,0.34
10/08/2021,ARKG,DYNAMICS SPECIAL PURPOSE C-A,DYNS,268010105,22737646.80,0.33
10/08/2021,ARKG,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,11215755.91,0.16
10/08/2021,ARKG,EVOGENE LTD,EVGN,M4119S104,7363366.02,0.11
10/08/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,1613071.90,0.02
10/08/2021,ARKG,SEMA4 HOLDINGS CORP,SMFR,81663L101,661612.68,0.01
10/08/2021,ARKG,CM LIFE SCIENCES II -CW27,SLGCW,83444K113,0.00,0.00
