date,fund,company,ticker,cusip,market value($),weight(%)
10/08/2021,PRNT,EXONE CO/THE,XONE,302104104,24849876.66,5.36
10/08/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,22271036.01,4.80
10/08/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,19170872.00,4.14
10/08/2021,PRNT,BICO GROUP AB,BICO,BKMFJ94,19055633.30,4.11
10/08/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,18982978.90,4.10
10/08/2021,PRNT,CONFORMIS INC,CFMS,20717E101,18917139.80,4.08
10/08/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,18808954.66,4.06
10/08/2021,PRNT,MICROSOFT CORP,MSFT,594918104,18574960.30,4.01
10/08/2021,PRNT,HP INC,HPQ,40434L105,18210508.80,3.93
10/08/2021,PRNT,TRIMBLE INC,TRMB,896239100,18168529.80,3.92
10/08/2021,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,18033279.87,3.89
10/08/2021,PRNT,ANSYS INC,ANSS,03662Q105,17882197.51,3.86
10/08/2021,PRNT,AUTODESK INC,ADSK,052769106,17207899.02,3.71
10/08/2021,PRNT,RENISHAW PLC,RSW,0732358,16393210.52,3.54
10/08/2021,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,15582847.12,3.36
10/08/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,15597865.80,3.36
10/08/2021,PRNT,STRATASYS LTD,SSYS,M85548101,15529663.47,3.35
10/08/2021,PRNT,PTC INC,PTC,69370C100,15231383.40,3.29
10/08/2021,PRNT,PROTO LABS INC,PRLB,743713109,14844033.19,3.20
10/08/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,14047146.14,3.03
10/08/2021,PRNT,XOMETRY INC-A,XMTR,98423F109,13693018.01,2.95
10/08/2021,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,6282733.59,1.36
10/08/2021,PRNT,GENERAL ELECTRIC CO,GE,369604301,5871525.99,1.27
10/08/2021,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,5884870.17,1.27
10/08/2021,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,5707523.64,1.23
10/08/2021,PRNT,SIEMENS AG-REG,SIE,5727973,5694661.52,1.23
10/08/2021,PRNT,AMETEK INC,AME,031100100,5611371.60,1.21
10/08/2021,PRNT,MOOG INC-CLASS A,MOG/A,615394202,5573630.48,1.20
10/08/2021,PRNT,KAISER ALUMINUM CORP,KALU,483007704,5463891.18,1.18
10/08/2021,PRNT,MICHELIN (CGDE),ML,4588364,5403255.21,1.17
10/08/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,5426499.00,1.17
10/08/2021,PRNT,ARCONIC CORP,ARNC,03966V107,5358915.72,1.16
10/08/2021,PRNT,EXCO TECHNOLOGIES LTD,XTC,2325392,5311715.56,1.15
10/08/2021,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,5254442.32,1.13
10/08/2021,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,5153004.21,1.11
10/08/2021,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,4849809.60,1.05
10/08/2021,PRNT,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,793566.29,0.17
10/08/2021,PRNT,HEXCEL CORP,HXL,428291108,567586.48,0.12
10/08/2021,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,562820.75,0.12
10/08/2021,PRNT,TORAY INDUSTRIES INC,3402,6897143,524181.47,0.11
10/08/2021,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,488572.55,0.11
10/08/2021,PRNT,5N PLUS INC,VNP,B2B3VZ3,524694.48,0.11
10/08/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,532237.54,0.11
10/08/2021,PRNT,SGL CARBON SE,SGL,4818351,499333.90,0.11
10/08/2021,PRNT,EASTMAN KODAK CO,KODK,277461406,492111.36,0.11
10/08/2021,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,491353.20,0.11
10/08/2021,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,468037.48,0.10
10/08/2021,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,470995.58,0.10
10/08/2021,PRNT,VOESTALPINE AG,VOE,4943402,454190.14,0.10
10/08/2021,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,471093.31,0.10
10/08/2021,PRNT,3M CO,MMM,88579Y101,465302.60,0.10
10/08/2021,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,475528.68,0.10
10/08/2021,PRNT,SANDVIK AB,SAND,B1VQ252,465285.30,0.10
10/08/2021,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,470018.69,0.10
10/08/2021,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,430307.16,0.09
10/08/2021,PRNT,GREAT BRITISH POUND,,GBP,0.33,0.00
