date,fund,company,ticker,cusip,market value($),weight(%)
10/08/2021,ARKX,TRIMBLE INC,TRMB,896239100,50179038.40,9.27
10/08/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,41805584.08,7.72
10/08/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,33752524.80,6.23
10/08/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,31960246.08,5.90
10/08/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,30090205.86,5.56
10/08/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,28535375.77,5.27
10/08/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,26403187.64,4.88
10/08/2021,ARKX,KOMATSU LTD,6301,6496584,24197260.98,4.47
10/08/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,22117938.42,4.09
10/08/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,18906512.16,3.49
10/08/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,18264942.92,3.37
10/08/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,17063060.62,3.15
10/08/2021,ARKX,NETFLIX INC,NFLX,64110L106,15975695.40,2.95
10/08/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,15514101.40,2.87
10/08/2021,ARKX,AMAZON.COM INC,AMZN,023135106,15415743.24,2.85
10/08/2021,ARKX,THALES SA,HO,4162791,13728846.30,2.54
10/08/2021,ARKX,DEERE & CO,DE,244199105,11245549.38,2.08
10/08/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,10731271.65,1.98
10/08/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,10016632.56,1.85
10/08/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,9422858.35,1.74
10/08/2021,ARKX,TERADYNE INC,TER,880770102,8949611.88,1.65
10/08/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,8546123.88,1.58
10/08/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,7494919.76,1.38
10/08/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,7436743.12,1.37
10/08/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,6699382.41,1.24
10/08/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,6632949.60,1.23
10/08/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,6253898.43,1.16
10/08/2021,ARKX,VELO3D INC,VLD,92259N104,5881442.45,1.09
10/08/2021,ARKX,ANSYS INC,ANSS,03662Q105,5743951.12,1.06
10/08/2021,ARKX,AIRBUS SE,AIR,4012250,5718181.08,1.06
10/08/2021,ARKX,HEICO CORP,HEI,422806109,5724490.67,1.06
10/08/2021,ARKX,SYNOPSYS INC,SNPS,871607107,5174332.54,0.96
10/08/2021,ARKX,BOEING CO/THE,BA,097023105,4892647.44,0.90
10/08/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,4841415.31,0.89
10/08/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,4405846.41,0.81
10/08/2021,ARKX,NVIDIA CORP,NVDA,67066G104,1641531.75,0.30
