date,fund,company,ticker,cusip,market value($),weight(%)
10/08/2021,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,5814397.92,2.27
10/08/2021,IZRL,INMODE LTD,INMD,M5425M103,5110533.85,1.99
10/08/2021,IZRL,NAYAX LTD,NYAX,BMXT7N9,4796932.75,1.87
10/08/2021,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,4631594.50,1.81
10/08/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,4401948.24,1.72
10/08/2021,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,M4130Y106,4321156.56,1.69
10/08/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,4309020.72,1.68
10/08/2021,IZRL,PLAYTIKA HOLDING CORP,PLTK,72815L107,4236948.84,1.65
10/08/2021,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,4231829.68,1.65
10/08/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,4181743.05,1.63
10/08/2021,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,4144563.68,1.62
10/08/2021,IZRL,PRIORTECH LTD,PRTC,6677776,4121905.30,1.61
10/08/2021,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,4136712.87,1.61
10/08/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,4091661.65,1.60
10/08/2021,IZRL,CAMTEK LTD,CAMT,M20791105,4105278.73,1.60
10/08/2021,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,4043937.36,1.58
10/08/2021,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,4053677.32,1.58
10/08/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,3981529.07,1.55
10/08/2021,IZRL,ARAD LTD,ARD,B0G7VP6,3936918.19,1.54
10/08/2021,IZRL,RADWARE LTD,RDWR,M81873107,3946005.48,1.54
10/08/2021,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,3908363.42,1.52
10/08/2021,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,3861578.79,1.51
10/08/2021,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,3875163.41,1.51
10/08/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,3839479.65,1.50
10/08/2021,IZRL,HILAN LTD,HLAN,6267230,3687414.95,1.44
10/08/2021,IZRL,NOVA LTD,NVMI,M7516K103,3701675.94,1.44
10/08/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,3657042.84,1.43
10/08/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,3646650.00,1.42
10/08/2021,IZRL,MATRIX IT LTD,MTRX,6747754,3602443.08,1.41
10/08/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,3602295.72,1.41
10/08/2021,IZRL,AUDIOCODES LTD,AUDC,M15342104,3591074.58,1.40
10/08/2021,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,3561849.90,1.39
10/08/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,3528415.12,1.38
10/08/2021,IZRL,POLYPID LTD,PYPD,M8001Q118,3547611.54,1.38
10/08/2021,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,3488608.62,1.36
10/08/2021,IZRL,TUFIN SOFTWARE TECHNOLOGIES,TUFN,M8893U102,3430537.35,1.34
10/08/2021,IZRL,E & M COMPUTING,EMCO,6302216,3375884.25,1.32
10/08/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,3355238.72,1.31
10/08/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,3323157.43,1.30
10/08/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,3303063.57,1.29
10/08/2021,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,3270447.31,1.28
10/08/2021,IZRL,PURPLE BIOTECH LTD-ADR,PPBT,74638P109,3262018.26,1.27
10/08/2021,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,3261560.28,1.27
10/08/2021,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,B536CY7,3221426.23,1.26
10/08/2021,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,3234757.92,1.26
10/08/2021,IZRL,SILICOM LTD,SILC,M84116108,3233401.38,1.26
10/08/2021,IZRL,STRATASYS LTD,SSYS,M85548101,3224503.53,1.26
10/08/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,3189025.92,1.24
10/08/2021,IZRL,WALKME LTD,WKME,M97628107,3135084.32,1.22
10/08/2021,IZRL,COLLPLANT BIOTECHNOLOGIES LT,CLGN UQ,M2R51X116,3110489.60,1.21
10/08/2021,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,3071662.00,1.20
10/08/2021,IZRL,SIMILARWEB LTD,SMWB,M84137104,3086236.11,1.20
10/08/2021,IZRL,NANO DIMENSION LTD - ADR,NNDM,63008G203,3050018.00,1.19
10/08/2021,IZRL,ENTERA BIO LTD,ENTX,M40527109,3054153.96,1.19
10/08/2021,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,3047284.12,1.19
10/08/2021,IZRL,ALLOT LTD,ALLT,M0854Q105,3027949.12,1.18
10/08/2021,IZRL,ABRA INFORMATION TECHNOLOGIE,ABRA,B2NB586,2937981.90,1.15
10/08/2021,IZRL,BIOLINERX LTD-SPONS ADR,BLRX ,09071M205,2853605.04,1.11
10/08/2021,IZRL,EVOGENE LTD,EVGN,B289530,2763510.23,1.08
10/08/2021,IZRL,VASCULAR BIOGENICS LTD,VBLT,M96883109,2777024.04,1.08
10/08/2021,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,2776051.95,1.08
10/08/2021,IZRL,JFROG LTD,FROG,M6191J100,2666469.96,1.04
10/08/2021,IZRL,PHINERGY LTD,PNRG,BMZ52P2,2552879.09,1.00
10/08/2021,IZRL,AQUARIUS ENGINES AM LTD,AQUA,BN7JJ92,2529008.15,0.99
10/08/2021,IZRL,CHECK CAP LTD,CHEK,M2361E203,2543667.58,0.99
10/08/2021,IZRL,AUGWIND ENERGY TECH STORAGE,AUGN,B290CJ7,2453139.87,0.96
10/08/2021,IZRL,MEDIWOUND LTD,MDWD,M68830104,2373694.97,0.93
10/08/2021,IZRL,GAMIDA CELL LTD,GMDA,M47364100,2349806.00,0.92
10/08/2021,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,2293722.50,0.89
10/08/2021,IZRL,WIX.COM LTD,WIX,M98068105,2281052.48,0.89
10/08/2021,IZRL,COMPUGEN LTD,CGEN,M25722105,2284511.71,0.89
10/08/2021,IZRL,ICECURE MEDICAL LTD,ICCM,B67PC92,2292450.80,0.89
10/08/2021,IZRL,INTERCURE LTD,INCR,B23SD94,1935024.53,0.76
10/08/2021,IZRL,INNOVIZ TECHNOLOGIES LTD,INVZ UR,M5R635108,1766570.80,0.69
10/08/2021,IZRL,CHEMOMAB THERAPEUTICS LTD,CMMB,16385C104,1671766.60,0.65
10/08/2021,IZRL,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1126750.28,0.44
10/08/2021,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,92763.30,0.04
