date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/17/2021,ARKX,TRIMBLE INC,TRMB,896239100,691573.00,62296895.84,10.46
8/17/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1083006.00,41175888.12,6.91
8/17/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,899591.00,36217533.66,6.08
8/17/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,148652.00,34806865.80,5.84
8/17/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1511662.00,33135631.04,5.56
8/17/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,78581.00,28308805.25,4.75
8/17/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,224991.00,27491650.29,4.61
8/17/2021,ARKX,THALES SA,HO,4162791,238985.00,24562816.37,4.12
8/17/2021,ARKX,KOMATSU LTD,6301,6496584,885188.00,22230989.36,3.73
8/17/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,6993.00,19428791.76,3.26
8/17/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,321172.00,18027622.69,3.03
8/17/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5433.00,17923412.67,3.01
8/17/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,169594.00,16998406.62,2.85
8/17/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4830823.00,16943396.47,2.84
8/17/2021,ARKX,BOEING CO/THE,BA,097023105,73188.00,16764443.28,2.81
8/17/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,269419.00,16173222.57,2.71
8/17/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,342102.00,14118549.54,2.37
8/17/2021,ARKX,NETFLIX INC,NFLX,64110L106,27124.00,14048062.08,2.36
8/17/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1176953.00,11745990.94,1.97
8/17/2021,ARKX,DEERE & CO,DE,244199105,26774.00,10255245.22,1.72
8/17/2021,ARKX,TERADYNE INC,TER,880770102,86158.00,10207138.26,1.71
8/17/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1270905.00,9328442.70,1.57
8/17/2021,ARKX,AIRBUS SE,AIR,4012250,68799.00,9288270.18,1.56
8/17/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63089.00,9108789.82,1.53
8/17/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,30723.00,7181194.02,1.21
8/17/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24247.00,7138801.74,1.20
8/17/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,711317.00,7070490.98,1.19
8/17/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,39907.00,6738296.95,1.13
8/17/2021,ARKX,ANSYS INC,ANSS,03662Q105,17672.00,6418470.40,1.08
8/17/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,204563.00,5818638.84,0.98
8/17/2021,ARKX,NVIDIA CORP,NVDA,67066G104,28895.00,5764552.50,0.97
8/17/2021,ARKX,HEICO CORP,HEI,422806109,44265.00,5708414.40,0.96
8/17/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12113.00,5509234.66,0.92
8/17/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,586109.00,5450813.70,0.91
8/17/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,391803.00,3906275.91,0.66
8/17/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,17513.00,3199800.23,0.54
8/17/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,122852.00,3009874.00,0.51
8/17/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2325380.30,2325380.30,0.39
