FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-08-17,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,97000,0.0448
ARKK,2021-08-17,Buy,NVTA,46185L103,INVITAE CORP,124595,0.0145
ARKK,2021-08-17,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,290303,0.0326
ARKK,2021-08-17,Buy,FATE,31189P102,FATE THERAPEUTICS INC,32533,0.0125
ARKK,2021-08-17,Buy,EXAS,30063P105,EXACT SCIENCES CORP,112596,0.0476
ARKK,2021-08-17,Buy,EDIT,28106W103,EDITAS MEDICINE INC,8814,0.0024
ARKK,2021-08-17,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,33000,0.0183
ARKK,2021-08-17,Buy,BLI,084310101,BERKELEY LIGHTS INC,436602,0.0763
ARKK,2021-08-17,Buy,NTLA,45826J105,INTELLIA THERAPEUTICS INC,32193,0.0223
ARKK,2021-08-17,Sell,SHOP,82509L107,SHOPIFY INC,2331,0.016
ARKK,2021-08-17,Sell,SE,81141R100,SEA LTD,71699,0.1021
ARKK,2021-08-17,Sell,PRLB,743713109,PROTO LABS INC,57698,0.0193
ARKK,2021-08-17,Sell,NTDOY,654445303,NINTENDO CO LTD,71800,0.0195
ARKK,2021-08-17,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,6106,0.0015
ARKK,2021-08-17,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,29880,0.0009
ARKK,2021-08-17,Sell,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,112820,0.0109
ARKK,2021-08-17,Sell,DOCU,256163106,DOCUSIGN INC,23849,0.0314
ARKK,2021-08-17,Sell,TXG,88025U109,10X GENOMICS INC,65754,0.0488
