FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-04-29,Buy,TSLA,88160R101,TESLA INC,8916,0.0895
ARKW,2021-04-29,Buy,COIN,19260Q107,COINBASE GLOBAL INC,32928,0.145
ARKW,2021-04-29,Buy,TDOC,87918A105,TELADOC HEALTH INC,125379,0.3194
ARKW,2021-04-29,Buy,PDD,722304102,PINDUODUO INC,75700,0.1548
ARKW,2021-04-29,Buy,SHOP,82509L107,SHOPIFY INC,7842,0.1456
ARKW,2021-04-29,Buy,TCEHY,88032Q109,TENCENT HOLDINGS LTD,59500,0.0718
ARKW,2021-04-29,Buy,SPOT,L8681T102,SPOTIFY TECHNOLOGY SA,41241,0.1604
ARKW,2021-04-29,Sell,SI,82837P408,SILVERGATE CAPITAL CORP,112000,0.1867
ARKW,2021-04-29,Sell,NVDA,67066G104,NVIDIA CORP,94348,0.8537
ARKW,2021-04-29,Sell,API,00851L103,AGORA INC,12110,0.0096
