FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-04-29,Buy,COIN,19260Q107,COINBASE GLOBAL INC,121357,0.1511
ARKK,2021-04-29,Buy,TSLA,88160R101,TESLA INC,69149,0.1961
ARKK,2021-04-29,Buy,TDOC,87918A105,TELADOC HEALTH INC,424255,0.3033
ARKK,2021-04-29,Buy,SPOT,L8681T102,SPOTIFY TECHNOLOGY SA,140218,0.1543
ARKK,2021-04-29,Buy,SHOP,82509L107,SHOPIFY INC,5105,0.0271
ARKK,2021-04-29,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,115301,0.0185
ARKK,2021-04-29,Sell,SE,81141R100,SEA LTD,143675,0.1552
ARKK,2021-04-29,Sell,ROKU,77543R102,ROKU INC,128963,0.1933
ARKK,2021-04-29,Sell,PCAR,693718108,PACCAR INC,169493,0.0649
ARKK,2021-04-29,Sell,SQ,852234103,SQUARE INC,299660,0.3109
ARKK,2021-04-29,Sell,TER,880770102,TERADYNE INC,56383,0.031
ARKK,2021-04-29,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,202083,0.0998
ARKK,2021-04-29,Sell,Z,98954M200,ZILLOW GROUP INC,84217,0.047
