FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-04-29,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,5389,0.0008
ARKG,2021-04-29,Buy,TDOC,87918A105,TELADOC HEALTH INC,166635,0.2936
ARKG,2021-04-29,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,37959,0.0124
ARKG,2021-04-29,Buy,ZY,98985X100,ZYMERGEN INC,86200,0.0435
ARKG,2021-04-29,Buy,MASS,65443P102,908 DEVICES INC,14984,0.0082
ARKG,2021-04-29,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,128124,0.0572
ARKG,2021-04-29,Sell,PHR,71944F106,PHREESIA INC,27718,0.0149
ARKG,2021-04-29,Sell,PSTG,74624M102,PURE STORAGE INC,140875,0.0299
ARKG,2021-04-29,Sell,NVS,66987V109,NOVARTIS AG,112985,0.1002
ARKG,2021-04-29,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,18937,0.0948
ARKG,2021-04-29,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,21462,0.1025
ARKG,2021-04-29,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,310383,0.0151
