FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-10,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,21332,0.01
ARKG,2021-09-10,Buy,PSNL,71535D106,PERSONALIS INC,90800,0.02
ARKG,2021-09-10,Buy,NVTA,46185L103,INVITAE CORP,53869,0.02
ARKG,2021-09-10,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,78046,0.03
ARKG,2021-09-10,Sell,DRNA,253031108,DICERNA PHARMACEUTICALS INC,1937,0
ARKG,2021-09-10,Sell,NVS,66987V109,NOVARTIS AG,59691,0.06
ARKG,2021-09-10,Sell,CRBU,142038108,CARIBOU BIOSCIENCES INC,10700,0
ARKG,2021-09-10,Sell,CLLS,15117K103,CELLECTIS SA,600,0
ARKG,2021-09-10,Sell,PSTG,74624M102,PURE STORAGE INC,1452,0
ARKG,2021-09-10,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,3033,0
ARKG,2021-09-10,Sell,RHHBY,771195104,ROCHE HOLDING AG,1549,0
