FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-17,Buy,ACCD,00437E102,ACCOLADE INC,207,0.0001
ARKG,2021-05-17,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,80316,0.0269
ARKG,2021-05-17,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,191904,0.0532
ARKG,2021-05-17,Buy,ONEM,68269G107,1LIFE HEALTHCARE INC,30693,0.013
ARKG,2021-05-17,Buy,MASS,65443P102,908 DEVICES INC,161405,0.0773
ARKG,2021-05-17,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,36648,0.0181
ARKG,2021-05-17,Buy,CSTL,14843C105,CASTLE BIOSCIENCES INC,10904,0.0077
ARKG,2021-05-17,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,1473,0.0002
ARKG,2021-05-17,Buy,CDXS,192005106,CODEXIS INC,21617,0.0051
ARKG,2021-05-17,Sell,PHR,71944F106,PHREESIA INC,475,0.0003
ARKG,2021-05-17,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,6943,0.0003
ARKG,2021-05-17,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,96982,0.082
ARKG,2021-05-17,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,170,0.001
ARKG,2021-05-17,Sell,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,51375,0.1441
