FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-17,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,1600,0.0025
ARKK,2021-05-17,Buy,TWTR,90184L102,TWITTER INC,756912,0.2011
ARKK,2021-05-17,Buy,COIN,19260Q107,COINBASE GLOBAL INC,163830,0.2031
ARKK,2021-05-17,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,33763,0.0183
ARKK,2021-05-17,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,34895,0.0063
ARKK,2021-05-17,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,184189,0.0216
ARKK,2021-05-17,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,737283,0.0749
ARKK,2021-05-17,Sell,TREE,52603B107,LENDINGTREE INC,49310,0.0468
ARKK,2021-05-17,Sell,SNPS,871607107,SYNOPSYS INC,81471,0.0979
ARKK,2021-05-17,Sell,PCAR,693718108,PACCAR INC,161,0.0001
ARKK,2021-05-17,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,7900,0.0003
ARKK,2021-05-17,Sell,NVS,66987V109,NOVARTIS AG,9910,0.0045
ARKK,2021-05-17,Sell,BIDU,056752108,BAIDU INC,1147,0.0011
ARKK,2021-05-17,Sell,BEKE,482497104,KE HOLDINGS INC,184227,0.0471
