FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-27,Buy,Z,98954M200,ZILLOW GROUP INC,167540,0.2948
ARKW,2021-07-27,Buy,TDOC,87918A105,TELADOC HEALTH INC,89288,0.2239
ARKW,2021-07-27,Buy,U,91332U101,UNITY SOFTWARE INC,222300,0.3729
ARKW,2021-07-27,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,200998,0.0354
ARKW,2021-07-27,Buy,VUZI,92921W300,VUZIX CORP,213442,0.0502
ARKW,2021-07-27,Buy,ETSY,29786A106,ETSY INC,48071,0.16
ARKW,2021-07-27,Buy,DKNG,26142R104,DRAFTKINGS INC,232372,0.1886
ARKW,2021-07-27,Buy,COIN,19260Q107,COINBASE GLOBAL INC,73079,0.2912
ARKW,2021-07-27,Buy,RBLX,771049103,ROBLOX CORP,151161,0.1929
ARKW,2021-07-27,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,284600,0.2733
ARKW,2021-07-27,Sell,PDD,722304102,PINDUODUO INC,726516,0.9811
ARKW,2021-07-27,Sell,NTDOY,654445303,NINTENDO CO LTD,43140,0.0488
ARKW,2021-07-27,Sell,NFLX,64110L106,NETFLIX INC,21937,0.1893
ARKW,2021-07-27,Sell,JD,47215P106,JD.COM INC,405495,0.4245
ARKW,2021-07-27,Sell,BZ,48553T106,KANZHUN LTD,775783,0.3918
