FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-12,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,572104,0.2438
ARKG,2021-05-12,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,57509,0.0192
ARKG,2021-05-12,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,373232,0.1083
ARKG,2021-05-12,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,9894,0.0042
ARKG,2021-05-12,Buy,ZY,98985X100,ZYMERGEN INC,318708,0.1316
ARKG,2021-05-12,Buy,PATH,90364P105,UIPATH INC,43000,0.0399
ARKG,2021-05-12,Buy,MASS,65443P102,908 DEVICES INC,24606,0.014
ARKG,2021-05-12,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,130900,0.0617
ARKG,2021-05-12,Buy,BFLY,124155102,BUTTERFLY NETWORK INC,185517,0.0268
ARKG,2021-05-12,Buy,BLI,084310101,BERKELEY LIGHTS INC,160209,0.0849
ARKG,2021-05-12,Buy,CDXS,192005106,CODEXIS INC,45200,0.0105
ARKG,2021-05-12,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,42972,0.0063
ARKG,2021-05-12,Sell,RHHBY,771195104,ROCHE HOLDING AG,25000,0.0134
ARKG,2021-05-12,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,3700,0.0002
ARKG,2021-05-12,Sell,PHR,71944F106,PHREESIA INC,61200,0.0355
ARKG,2021-05-12,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,79900,0.0762
ARKG,2021-05-12,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,147332,0.0102
ARKG,2021-05-12,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,75000,0.0165
ARKG,2021-05-12,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,61100,0.3625
ARKG,2021-05-12,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,45494,0.2995
