date,fund,company,ticker,cusip,shares,market value($),weight(%)
5/12/2021,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,118256.00,6563188.23,2.12
5/12/2021,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,B536CY7,128421.00,6588694.81,2.12
5/12/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,198180.00,6475289.50,2.09
5/12/2021,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,274484.00,6310387.16,2.03
5/12/2021,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,333022.00,5991065.78,1.93
5/12/2021,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,1638021.00,5939512.64,1.92
5/12/2021,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,58009.00,5959406.10,1.92
5/12/2021,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,271242.00,5919326.34,1.91
5/12/2021,IZRL,AUDIOCODES LTD,AUDC,M15342104,189398.00,5918687.50,1.91
5/12/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,50332.00,5935652.76,1.91
5/12/2021,IZRL,ALLOT LTD,ALLT,M0854Q105,338197.00,5891391.74,1.90
5/12/2021,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,1287640.00,5866606.97,1.89
5/12/2021,IZRL,E & M COMPUTING,EMCO,6302216,852353.00,5870435.24,1.89
5/12/2021,IZRL,WIX.COM LTD,WIX,M98068105,20248.00,5869895.20,1.89
5/12/2021,IZRL,HILAN LTD,HLAN,6267230,113720.00,5824084.37,1.88
5/12/2021,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,80648.00,5821172.64,1.88
5/12/2021,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,365247.00,5808249.91,1.87
5/12/2021,IZRL,RADWARE LTD,RDWR,M81873107,207322.00,5697208.56,1.84
5/12/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,25106.00,5689270.66,1.83
5/12/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,4515489.00,5688794.23,1.83
5/12/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,963638.00,5673282.90,1.83
5/12/2021,IZRL,ITAMAR MEDICAL LTD,ITMR,B1VJHY5,7583890.00,5640490.81,1.82
5/12/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,5583505.00,5651217.79,1.82
5/12/2021,IZRL,MATRIX IT LTD,MTRX,6747754,227861.00,5644409.44,1.82
5/12/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,45193.00,5623541.59,1.81
5/12/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,447153.00,5593884.03,1.80
5/12/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,32547.00,5569423.73,1.80
5/12/2021,IZRL,POLYPID LTD,PYPD,M8001Q118,637502.00,5546267.40,1.79
5/12/2021,IZRL,ARAD LTD,ARD,B0G7VP6,408729.00,5533202.53,1.78
5/12/2021,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,539630.00,5531207.50,1.78
5/12/2021,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,197687.00,5450230.59,1.76
5/12/2021,IZRL,ROBOGROUP T.E.K LTD,ROBO,6302722,3312375.00,5426491.98,1.75
5/12/2021,IZRL,SILICOM LTD,SILC,M84116108,130617.00,5399706.78,1.74
5/12/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,41296.00,5357020.39,1.73
5/12/2021,IZRL,NOVA MEASURING INSTRUMENTS,NVMI,M7516K103,61901.00,5332771.15,1.72
5/12/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,346583.00,5288856.58,1.71
5/12/2021,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,585397.00,5262719.03,1.70
5/12/2021,IZRL,INMODE LTD,INMD,M5425M103,70289.00,5190842.65,1.67
5/12/2021,IZRL,AUGWIND ENERGY TECH STORAGE,BIMCM,B290CJ7,223787.00,5168710.41,1.67
5/12/2021,IZRL,ENLIVEX THERAPEUTICS LTD,ENLV,M4130Y106,542121.00,5188097.97,1.67
5/12/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,56584.00,5150841.52,1.66
5/12/2021,IZRL,CAMTEK LTD,CAMT,M20791105,175944.00,5084781.60,1.64
5/12/2021,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,1608524.00,5066850.60,1.63
5/12/2021,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,829259.00,5041894.72,1.63
5/12/2021,IZRL,DARIOHEALTH CORP,DRIO,23725P209,316005.00,5021319.45,1.62
5/12/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,41279.00,5036863.58,1.62
5/12/2021,IZRL,GAMIDA CELL LTD,GMDA,M47364100,725695.00,4963753.80,1.60
5/12/2021,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,178726.00,4947135.68,1.60
5/12/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,22055.00,4806666.70,1.55
5/12/2021,IZRL,NANO DIMENSION LTD - ADR,NNDM,63008G203,772511.00,4812743.53,1.55
5/12/2021,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,26521.00,4682547.76,1.51
5/12/2021,IZRL,INTERCURE LTD,INCR,B23SD94,676868.15,4643297.82,1.50
5/12/2021,IZRL,JFROG LTD,FROG,M6191J100,112989.00,4153475.64,1.34
5/12/2021,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,162916.00,3470110.80,1.12
5/12/2021,IZRL,STRATASYS LTD,SSYS,M85548101,152639.00,3092466.14,1.00
5/12/2021,IZRL,EVOGENE LTD,EVGN,B289530,899258.00,3006546.31,0.97
5/12/2021,IZRL,COMPUGEN LTD,CGEN,M25722105,420779.00,2987530.90,0.96
5/12/2021,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,701719.00,2701618.15,0.87
5/12/2021,IZRL,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2423570.81,2423570.81,0.78
