FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-12,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,70690,0.1047
ARKK,2021-05-12,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,2067489,0.2008
ARKK,2021-05-12,Buy,PATH,90364P105,UIPATH INC,477872,0.1777
ARKK,2021-05-12,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,437794,0.0811
ARKK,2021-05-12,Buy,TWLO,90138F102,TWILIO INC,65455,0.0984
ARKK,2021-05-12,Buy,U,91332U101,UNITY SOFTWARE INC,452000,0.1962
ARKK,2021-05-12,Buy,EXAS,30063P105,EXACT SCIENCES CORP,322080,0.1578
ARKK,2021-05-12,Buy,DKNG,26142R104,DRAFTKINGS INC,466419,0.1008
ARKK,2021-05-12,Buy,BLI,084310101,BERKELEY LIGHTS INC,62002,0.0134
ARKK,2021-05-12,Buy,Z,98954M200,ZILLOW GROUP INC,138740,0.0772
ARKK,2021-05-12,Buy,SKLZ,83067L109,SKILLZ INC,441784,0.0313
ARKK,2021-05-12,Sell,TREE,52603B107,LENDINGTREE INC,99462,0.0863
ARKK,2021-05-12,Sell,SNPS,871607107,SYNOPSYS INC,170419,0.2033
ARKK,2021-05-12,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,3000,0.0077
ARKK,2021-05-12,Sell,PSTG,74624M102,PURE STORAGE INC,304896,0.0266
ARKK,2021-05-12,Sell,NVS,66987V109,NOVARTIS AG,179700,0.0809
ARKK,2021-05-12,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,79985,0.0459
ARKK,2021-05-12,Sell,HUYA,44852D108,HUYA INC,99640,0.0079
ARKK,2021-05-12,Sell,BIDU,056752108,BAIDU INC,429192,0.4051
ARKK,2021-05-12,Sell,BEKE,482497104,KE HOLDINGS INC,314500,0.0795
