date,fund,company,ticker,cusip,shares,market value($),weight(%)
5/12/2021,ARKX,TRIMBLE INC,TRMB,896239100,728684.00,55722465.48,8.82
5/12/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1114482.00,41135530.62,6.51
5/12/2021,ARKX,JD.COM INC-ADR,JD,47215P106,562204.00,40917207.12,6.48
5/12/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1388539.00,34998125.50,5.54
5/12/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,160793.00,34301970.69,5.43
5/12/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,831723.00,30682261.47,4.86
5/12/2021,ARKX,KOMATSU LTD,6301,6496584,957188.00,29122616.68,4.61
5/12/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,74477.00,28883670.14,4.57
5/12/2021,ARKX,THALES SA,HO,4162791,258502.00,26821294.16,4.24
5/12/2021,ARKX,BOEING CO/THE,BA,097023105,92538.00,21180097.44,3.35
5/12/2021,ARKX,AMAZON.COM INC,AMZN,023135106,6372.00,20542754.52,3.25
5/12/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,433254.00,18629922.00,2.95
5/12/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7569.00,17475004.44,2.77
5/12/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,76850.00,17235882.30,2.73
5/12/2021,ARKX,TERADYNE INC,TER,880770102,131288.00,15952804.88,2.52
5/12/2021,ARKX,NVIDIA CORP,NVDA,67066G104,26710.00,15284797.50,2.42
5/12/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,323493.00,13052942.55,2.07
5/12/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,88005.00,12372622.95,1.96
5/12/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,370859.00,11886735.92,1.88
5/12/2021,ARKX,NETFLIX INC,NFLX,64110L106,23370.00,11570019.60,1.83
5/12/2021,ARKX,DEERE & CO,DE,244199105,28951.00,11094023.20,1.76
5/12/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1105197.00,10908294.39,1.73
5/12/2021,ARKX,AIRBUS SE,AIR,4012250,91457.00,10655982.77,1.69
5/12/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,45304.00,10029399.52,1.59
5/12/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,68245.00,8860248.35,1.40
5/12/2021,ARKX,HEICO CORP,HEI,422806109,59324.00,8197983.56,1.30
5/12/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,18565.00,7864319.65,1.24
5/12/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,33234.00,7615903.44,1.21
5/12/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,741742.00,7387750.32,1.17
5/12/2021,ARKX,WORKHORSE GROUP INC,WKHS,98138J206,859747.00,7084315.28,1.12
5/12/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,64701.00,6686848.35,1.06
5/12/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,88775.00,6641257.75,1.05
5/12/2021,ARKX,ANSYS INC,ANSS,03662Q105,19117.00,6134071.79,0.97
5/12/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,80478.00,6156567.00,0.97
5/12/2021,ARKX,SYNOPSYS INC,SNPS,871607107,26225.00,6158154.50,0.97
5/12/2021,ARKX,AUTODESK INC,ADSK,052769106,19215.00,5330625.30,0.84
5/12/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,423811.00,4178776.46,0.66
5/12/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,3018709.12,3018709.12,0.48
5/12/2021,ARKX,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,7622.00,138110.64,0.02
