date,fund,company,ticker,cusip,shares,market value($),weight(%)
5/27/2021,ARKX,TRIMBLE INC,TRMB,896239100,702414.00,54900678.24,8.54
5/27/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1129206.00,43293758.04,6.73
5/27/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1460913.00,36727352.82,5.71
5/27/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,893686.00,33960068.00,5.28
5/27/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,154997.00,33298005.51,5.18
5/27/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,71804.00,27582070.52,4.29
5/27/2021,ARKX,KOMATSU LTD,6301,6496584,922688.00,27466336.63,4.27
5/27/2021,ARKX,THALES SA,HO,4162791,249187.00,25180592.75,3.92
5/27/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,22152123.94,22152123.94,3.45
5/27/2021,ARKX,BOEING CO/THE,BA,097023105,89203.00,21530928.11,3.35
5/27/2021,ARKX,AMAZON.COM INC,AMZN,023135106,6142.00,20054612.72,3.12
5/27/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,3800000.00,19757425.07,3.07
5/27/2021,ARKX,JD.COM INC-ADR,JD,47215P106,268253.00,19636119.60,3.05
5/27/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,417638.00,19482812.70,3.03
5/27/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7293.00,17747734.29,2.76
5/27/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,74092.00,17154857.23,2.67
5/27/2021,ARKX,TERADYNE INC,TER,880770102,126551.00,16332672.06,2.54
5/27/2021,ARKX,NVIDIA CORP,NVDA,67066G104,21836.00,13713008.00,2.13
5/27/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,357059.00,12860940.85,2.00
5/27/2021,ARKX,NETFLIX INC,NFLX,64110L106,24991.00,12554478.76,1.95
5/27/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,282216.00,12392104.56,1.93
5/27/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1065355.00,10568321.60,1.64
5/27/2021,ARKX,AIRBUS SE,AIR,4012250,88168.00,10499364.24,1.63
5/27/2021,ARKX,DEERE & CO,DE,244199105,27916.00,9986669.84,1.55
5/27/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,67660.00,9579302.80,1.49
5/27/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,43671.00,9248644.38,1.44
5/27/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,65784.00,8630202.96,1.34
5/27/2021,ARKX,HEICO CORP,HEI,422806109,57185.00,7749139.35,1.21
5/27/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,85578.00,7274130.00,1.13
5/27/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,32038.00,7185162.26,1.12
5/27/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,714990.00,7128450.30,1.11
5/27/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,62359.00,6773434.58,1.05
5/27/2021,ARKX,SYNOPSYS INC,SNPS,871607107,25282.00,6428706.96,1.00
5/27/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,15664.00,6412371.68,1.00
5/27/2021,ARKX,ANSYS INC,ANSS,03662Q105,18427.00,6228878.81,0.97
5/27/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,77580.00,6107873.40,0.95
5/27/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,62391.00,6004509.84,0.93
5/27/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,615076.00,5369613.48,0.84
5/27/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,408536.00,4064933.20,0.63
