FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-28,Buy,ACCD,00437E102,ACCOLADE INC,31155,0.0174
ARKG,2021-07-28,Buy,TDOC,87918A105,TELADOC HEALTH INC,110009,0.1856
ARKG,2021-07-28,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,67255,0.0212
ARKG,2021-07-28,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,8418,0.0033
ARKG,2021-07-28,Buy,VERV,92539P101,VERVE THERAPEUTICS INC,3587,0.0022
ARKG,2021-07-28,Buy,QSI,74765K105,QUANTUM-SI INC,729893,0.0961
ARKG,2021-07-28,Buy,FATE,31189P102,FATE THERAPEUTICS INC,8774,0.0084
ARKG,2021-07-28,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,18364,0.0007
ARKG,2021-07-28,Sell,PSTG,74624M102,PURE STORAGE INC,1355428,0.3087
ARKG,2021-07-28,Sell,SEER,81578P106,SEER INC,44863,0.0173
ARKG,2021-07-28,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,155410,0.0312
ARKG,2021-07-28,Sell,CLLS,15117K103,CELLECTIS SA,20684,0.0033
ARKG,2021-07-28,Sell,RHHBY,771195104,ROCHE HOLDING AG,45555,0.0255
