FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-28,Buy,VUZI,92921W300,VUZIX CORP,5733,0.0014
ARKW,2021-07-28,Buy,TDOC,87918A105,TELADOC HEALTH INC,292221,0.6918
ARKW,2021-07-28,Buy,ETSY,29786A106,ETSY INC,11402,0.0395
ARKW,2021-07-28,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,37953,0.0069
ARKW,2021-07-28,Buy,PATH,90364P105,UIPATH INC,44630,0.0483
ARKW,2021-07-28,Buy,SPOT,L8681T102,SPOTIFY TECHNOLOGY SA,55018,0.2043
ARKW,2021-07-28,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,310804,0.3288
ARKW,2021-07-28,Sell,SKLZ,83067L109,SKILLZ INC,449275,0.1136
ARKW,2021-07-28,Sell,PDD,722304102,PINDUODUO INC,28000,0.0415
ARKW,2021-07-28,Sell,NTDOY,654445303,NINTENDO CO LTD,7000,0.0081
ARKW,2021-07-28,Sell,BZ,48553T106,KANZHUN LTD,16920,0.0099
ARKW,2021-07-28,Sell,BEKE,482497104,KE HOLDINGS INC,400,0.0002
